record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id,review_wave,review_date,original_H_kJ_mol,original_T_K,original_reported_deviation,original_decision,review_reference_code,primary_source_url,source_review_status,reference_code,primary_compound_name,primary_H,primary_deviation,primary_unit,unit_multiplier_to_kJ,primary_temperature_C,primary_temperature_K,primary_page,primary_table,calorimeter,structure_smiles_from_primary_name,systematic_error_bound_kJ_mol,quality_flags,table_image_visually_checked,primary_document_sha256,random_standard_error_kJ_mol,standard_error_multiplier,primary_numeric_table_verified,primary_identity_verified,measurement_or_reference_temperature,temperature_correction_applied,ideal_gas_state_conversion_applied,ancillary_apparatus_pressure_used,pressure_curve_used_to_derive_label,benchmark_pressure_used_for_label,minimum_replicates_in_reported_mean,measurement_lineage_id,reviewed_by
rdr250199#csvline4413,compendium,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,56.944240,298.15,56944.240000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 1-Pentanol,0.167360,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,56.9,298,0.2,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,1-Pentanol,13.61,0.04,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CCCCCO,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_f01fee36467c6f1768ae,OpenAI Codex; no independent human sign-off
rdr250199#csvline4585,compendium,mol_b4ec50115958b3dd,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",pentylamine,40.08,298.15,40080.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Amylamine,0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,40.1,298,0.1,quarantine_compendium_provenance,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Amylamine,40.08,0.06,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCCCCN,,,True,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_0e5f3762a343863fd031,OpenAI Codex; no independent human sign-off
rdr250199#csvline4914,compendium,mol_2d09dab0a2be3f90,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,bromobenzene,44.54,298.15,44540.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Phenyl, X=Br",0.04,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,44.5,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Phenyl, X=Br",44.54,0.04,kJ/mol,1,25.00,298.15,2440,1,C_improved,Brc1ccccc1,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.02,2,True,True,measurement,False,False,True,False,False,5,cal_ce5e96056bef6698f3ad,OpenAI Codex; no independent human sign-off
rdr250199#csvline4948,compendium,mol_5a4aa50dd3cafc66,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,chlorobenzene,40.97,298.15,40970.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Phenyl, X=Cl",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,41,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Phenyl, X=Cl",40.97,0.06,kJ/mol,1,25.00,298.15,2440,1,C_improved,Clc1ccccc1,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_e072205d064fdab519c4,OpenAI Codex; no independent human sign-off
rdr250199#csvline5829,compendium,mol_39beef09cdd1ae08,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",butyl acetate,43.597280,298.15,43597.280000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Butyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,43.6,298,0.2,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Butyl acetate,10.42,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CCCCOC(=O)C,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_1d995bf541a6d68e3ac7,OpenAI Codex; no independent human sign-off
rdr250199#csvline5846,compendium,mol_212f24f877214356,"InChI=1S/C6H12O2/c1-4-8-6(7)5(2)3/h5H,4H2,1-3H3",ethyl isobutyrate,39.831680,298.15,39831.680000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Ethyl isobutyrate,0.125520,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,39.8,298,0.1,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Ethyl isobutyrate,9.52,0.03,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,B,CCOC(=O)C(C)C,,Source purity 98.7%; retain with impurity sensitivity flag.,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_b8ac762681f859dc14ed,OpenAI Codex; no independent human sign-off
rdr250199#csvline5854,compendium,mol_754b018a16a84522,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3",tert-butyl acetate,38.032560,298.15,38032.560000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD"",""1996VER/BEC""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; t-Butyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,38,298,0.2,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,t-Butyl acetate,9.09,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CC(C)(C)OC(=O)C,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_25ba024f0f2cdb31a6ba,OpenAI Codex; no independent human sign-off
rdr250199#csvline5952,compendium,mol_71ac04ebc05b85f5,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",1-chlorohexane,42.82,298.15,42820.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Hexyl, X=Cl",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,42.8,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Hexyl, X=Cl",42.82,0.06,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCCCCl,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_f7f0b688a248790f0f02,OpenAI Codex; no independent human sign-off
rdr250199#csvline5963,compendium,mol_b633c02df2e0c63b,"InChI=1S/C6H13I/c1-2-3-4-5-6-7/h2-6H2,1H3",1-iodohexane,49.75,298.15,49750.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Hexyl, X=I",0.08,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,49.8,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Hexyl, X=I",49.75,0.08,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCCCI,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.04,2,True,True,measurement,False,False,True,False,False,5,cal_d332708bac47ff20131b,OpenAI Codex; no independent human sign-off
rdr250199#csvline6197,compendium,mol_b8293313f61ea38f,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",1-hexanol,61.630320,298.15,61630.320000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 1-Hexanol,0.167360,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,61.6,298,0.2,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,1-Hexanol,14.73,0.04,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,B,CCCCCCO,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_9159e70d6f4e963d7c06,OpenAI Codex; no independent human sign-off
rdr250199#csvline6434,compendium,mol_cdea8ee7666036ab,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",dipropylamine,40.04,298.15,40040.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Dipropylamine,0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,40,298,0.1,quarantine_compendium_provenance,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Dipropylamine,40.04,0.06,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCCNCCC,,,True,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_21266d64e589d8ab2b71,OpenAI Codex; no independent human sign-off
rdr250199#csvline6452,compendium,mol_784ee3742c50210b,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",triethylamine,34.94,298.15,34940.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Triethylamine,0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,34.9,298,0.1,quarantine_compendium_provenance,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Triethylamine,34.94,0.06,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCN(CC)CC,,,True,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_718bd0d2f39fdff4c9d8,OpenAI Codex; no independent human sign-off
rdr250199#csvline7534,compendium,mol_478c9e57637d58f1,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3","2,4-dimethyl-3-pentanone",41.505280,298.15,41505.280000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Di-isopropyl ketone,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,41.5,298,0.1,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Di-isopropyl ketone,9.92,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,C,CC(C)C(=O)C(C)C,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_6fefdbca7dee5a51de05,OpenAI Codex; no independent human sign-off
rdr250199#csvline7867,compendium,mol_7e0d1a628651aee9,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3",heptylamine,49.96,298.15,49960.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Heptylamine,0.08,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,50,298,0.1,quarantine_compendium_provenance,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Heptylamine,49.96,0.08,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCCCCCCN,,,True,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,0.04,2,True,True,measurement,False,False,True,False,False,5,cal_5f7c85b0f1d30c9aec21,OpenAI Codex; no independent human sign-off
rdr250199#csvline860,compendium,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,acetonitrile,32.94,298.15,32940.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.24-0145,"[""1970HOW/WAD""]","DOI 10.3891/acta.chem.scand.24-0145; p.146; Table 1; RCN, R=CH3",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,32.9,298,0.1,quarantine_compendium_provenance,1970HOW/WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_24_p0145-0149.pdf,full_primary_review,1970HOW/WAD,"RCN, R=CH3",32.94,0.06,kJ/mol,1,25.00,298.15,146,1,C_improved,CC#N,,,True,ec4a11c72a8feb401967f6babd8417132dd7e7c4f26dfe86db70399611bfcfe7,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_61783dda28c34b5c3682,OpenAI Codex; no independent human sign-off
rdr250199#csvline933,compendium,mol_77bbf943053f2531,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,"1,2-dichloroethane",35.15,298.15,35150.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2441; Table 2; X(CH2)2X, X=Cl",0.01,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,35.1,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"X(CH2)2X, X=Cl",35.15,0.01,kJ/mol,1,25.00,298.15,2441,2,C_improved,ClCCCl,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.005,2,True,True,measurement,False,False,True,False,False,5,cal_b700a53306cc386a02c3,OpenAI Codex; no independent human sign-off
