episode_id,molecule_id,component_id,split,source_doi,series_id,pressure_ceiling_Pa,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,anchor_record_ids_json,cold_target_record_ids_json,anchor_count,cold_record_count,cold_temperature_level_count
ep_9c3aa6c938841578,mol_a05de3c299ebdca6,grp_5dea7427c65d07c7,train,10.1021/je100231g,10.1021/je100231g#d13#p1,5000,313.3,358.2,44.9,18,5,6,True,"[""10.1021/je100231g#d13#p1#r14"",""10.1021/je100231g#d13#p1#r16"",""10.1021/je100231g#d13#p1#r18""]","[""10.1021/je100231g#d13#p1#r1"",""10.1021/je100231g#d13#p1#r2"",""10.1021/je100231g#d13#p1#r3"",""10.1021/je100231g#d13#p1#r4"",""10.1021/je100231g#d13#p1#r5"",""10.1021/je100231g#d13#p1#r6""]",3,6,6
ep_9d74c70ba3223308,mol_9edff65ca060e7d5,grp_5dea7427c65d07c7,train,10.1016/j.jct.2004.08.004,10.1016/j.jct.2004.08.004#d9#p1,5000,336.2,372.1,35.9,13,4,4,True,"[""10.1016/j.jct.2004.08.004#d9#p1#r10"",""10.1016/j.jct.2004.08.004#d9#p1#r11"",""10.1016/j.jct.2004.08.004#d9#p1#r13""]","[""10.1016/j.jct.2004.08.004#d9#p1#r1"",""10.1016/j.jct.2004.08.004#d9#p1#r2"",""10.1016/j.jct.2004.08.004#d9#p1#r3"",""10.1016/j.jct.2004.08.004#d9#p1#r4""]",3,4,4
ep_9d79c8f9429849ca,mol_0f0591160b233804,grp_0f0591160b233804,train,10.1016/j.tca.2018.07.026,10.1016/j.tca.2018.07.026#d3#p1,5000,317.4,353.2,35.8,15,5,4,True,"[""10.1016/j.tca.2018.07.026#d3#p1#r11"",""10.1016/j.tca.2018.07.026#d3#p1#r13"",""10.1016/j.tca.2018.07.026#d3#p1#r15""]","[""10.1016/j.tca.2018.07.026#d3#p1#r1"",""10.1016/j.tca.2018.07.026#d3#p1#r2"",""10.1016/j.tca.2018.07.026#d3#p1#r3"",""10.1016/j.tca.2018.07.026#d3#p1#r4""]",3,4,4
ep_9dec1cbf27853c86,mol_abb2d836562cde77,grp_5dea7427c65d07c7,train,10.1021/je050334+,10.1021/je050334+#d2#p1,5000,283.9,332.5,48.6,20,5,7,True,"[""10.1021/je050334+#d2#p1#r16"",""10.1021/je050334+#d2#p1#r18"",""10.1021/je050334+#d2#p1#r20""]","[""10.1021/je050334+#d2#p1#r1"",""10.1021/je050334+#d2#p1#r2"",""10.1021/je050334+#d2#p1#r3"",""10.1021/je050334+#d2#p1#r4"",""10.1021/je050334+#d2#p1#r5"",""10.1021/je050334+#d2#p1#r6"",""10.1021/je050334+#d2#p1#r7""]",3,7,7
ep_9e46328751cc3ab0,mol_7ea8ab72c1e55be3,grp_5dea7427c65d07c7,train,10.1016/j.jct.2008.02.012,10.1016/j.jct.2008.02.012#d4#p1,5000,287.1,329.1,42,21,6,4,True,"[""10.1016/j.jct.2008.02.012#d4#p1#r16"",""10.1016/j.jct.2008.02.012#d4#p1#r18"",""10.1016/j.jct.2008.02.012#d4#p1#r21""]","[""10.1016/j.jct.2008.02.012#d4#p1#r1"",""10.1016/j.jct.2008.02.012#d4#p1#r2"",""10.1016/j.jct.2008.02.012#d4#p1#r3"",""10.1016/j.jct.2008.02.012#d4#p1#r4""]",3,4,4
ep_9e708ecb016af996,mol_db67b94bf17f5f44,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023,10.1016/j.fluid.2014.12.023#d16#p1,5000,275.2,319.6,44.4,23,6,7,True,"[""10.1016/j.fluid.2014.12.023#d16#p1#r20"",""10.1016/j.fluid.2014.12.023#d16#p1#r25"",""10.1016/j.fluid.2014.12.023#d16#p1#r31""]","[""10.1016/j.fluid.2014.12.023#d16#p1#r1"",""10.1016/j.fluid.2014.12.023#d16#p1#r2"",""10.1016/j.fluid.2014.12.023#d16#p1#r3"",""10.1016/j.fluid.2014.12.023#d16#p1#r4"",""10.1016/j.fluid.2014.12.023#d16#p1#r5"",""10.1016/j.fluid.2014.12.023#d16#p1#r6"",""10.1016/j.fluid.2014.12.023#d16#p1#r7""]",3,7,7
ep_9ee3d6e6daeb333d,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m,10.1021/je300584m#d10#p1,5000,409.98,441.42,31.44,17,5,5,True,"[""10.1021/je300584m#d10#p1#r15"",""10.1021/je300584m#d10#p1#r18"",""10.1021/je300584m#d10#p1#r20""]","[""10.1021/je300584m#d10#p1#r1"",""10.1021/je300584m#d10#p1#r2"",""10.1021/je300584m#d10#p1#r3"",""10.1021/je300584m#d10#p1#r4"",""10.1021/je300584m#d10#p1#r5""]",3,5,5
ep_9ee735702e668b4d,mol_13bbe069dee5316b,grp_05168514f8646cd3,test,10.1021/je049595u,10.1021/je049595u#d11#p1,5000,319.989,404.97,84.981,9,3,3,True,"[""10.1021/je049595u#d11#p1#r7"",""10.1021/je049595u#d11#p1#r8"",""10.1021/je049595u#d11#p1#r9""]","[""10.1021/je049595u#d11#p1#r1"",""10.1021/je049595u#d11#p1#r2"",""10.1021/je049595u#d11#p1#r3""]",3,3,3
ep_9fddaada4395db0d,mol_39442ffdaa2c1862,grp_5085cd785cc4c7f4,test,10.1016/j.jct.2013.05.047,10.1016/j.jct.2013.05.047#d12#p1,5000,336.93,380.41,43.48,23,7,7,True,"[""10.1016/j.jct.2013.05.047#d12#p1#r17"",""10.1016/j.jct.2013.05.047#d12#p1#r20"",""10.1016/j.jct.2013.05.047#d12#p1#r23""]","[""10.1016/j.jct.2013.05.047#d12#p1#r1"",""10.1016/j.jct.2013.05.047#d12#p1#r2"",""10.1016/j.jct.2013.05.047#d12#p1#r3"",""10.1016/j.jct.2013.05.047#d12#p1#r4"",""10.1016/j.jct.2013.05.047#d12#p1#r5"",""10.1016/j.jct.2013.05.047#d12#p1#r6"",""10.1016/j.jct.2013.05.047#d12#p1#r7""]",3,7,7
ep_a052157d431a4bf5,mol_d064518a6abf0367,grp_2ccb72ac35a31331,train,10.1016/j.jct.2015.02.001,10.1016/j.jct.2015.02.001#d3#p1,5000,275.2,308,32.8,19,6,6,True,"[""10.1016/j.jct.2015.02.001#d3#p1#r15"",""10.1016/j.jct.2015.02.001#d3#p1#r18"",""10.1016/j.jct.2015.02.001#d3#p1#r21""]","[""10.1016/j.jct.2015.02.001#d3#p1#r1"",""10.1016/j.jct.2015.02.001#d3#p1#r2"",""10.1016/j.jct.2015.02.001#d3#p1#r3"",""10.1016/j.jct.2015.02.001#d3#p1#r4"",""10.1016/j.jct.2015.02.001#d3#p1#r5"",""10.1016/j.jct.2015.02.001#d3#p1#r6""]",3,6,6
ep_a156022523f4db78,mol_65b0a8e37b1d0b65,grp_9a6e5ce866866615,validation,10.1016/j.jct.2010.05.002,10.1016/j.jct.2010.05.002#d12#p1,5000,327.4,378,50.6,29,9,8,True,"[""10.1016/j.jct.2010.05.002#d12#p1#r22"",""10.1016/j.jct.2010.05.002#d12#p1#r26"",""10.1016/j.jct.2010.05.002#d12#p1#r30""]","[""10.1016/j.jct.2010.05.002#d12#p1#r1"",""10.1016/j.jct.2010.05.002#d12#p1#r2"",""10.1016/j.jct.2010.05.002#d12#p1#r3"",""10.1016/j.jct.2010.05.002#d12#p1#r4"",""10.1016/j.jct.2010.05.002#d12#p1#r5"",""10.1016/j.jct.2010.05.002#d12#p1#r6"",""10.1016/j.jct.2010.05.002#d12#p1#r7"",""10.1016/j.jct.2010.05.002#d12#p1#r8""]",3,8,8
ep_a2e4d5ec3ec1d054,mol_7732f9f65b01059d,grp_5ed1239f1de5ca2c,validation,10.1021/je300312c,10.1021/je300312c#d5#p1,5000,328.8,375.1,46.3,19,5,6,True,"[""10.1021/je300312c#d5#p1#r15"",""10.1021/je300312c#d5#p1#r17"",""10.1021/je300312c#d5#p1#r19""]","[""10.1021/je300312c#d5#p1#r1"",""10.1021/je300312c#d5#p1#r2"",""10.1021/je300312c#d5#p1#r3"",""10.1021/je300312c#d5#p1#r4"",""10.1021/je300312c#d5#p1#r5"",""10.1021/je300312c#d5#p1#r6""]",3,6,6
ep_a303a671926238c0,mol_8b8ce5ecf64b8081,grp_5dea7427c65d07c7,train,10.1021/je200730m,10.1021/je200730m#d1#p1,5000,253.41,351.97,98.56,10,4,2,True,"[""10.1021/je200730m#d1#p1#r7"",""10.1021/je200730m#d1#p1#r8"",""10.1021/je200730m#d1#p1#r10""]","[""10.1021/je200730m#d1#p1#r1"",""10.1021/je200730m#d1#p1#r2""]",3,2,2
ep_a5716a51ce5cbf3f,mol_ad9956d819d81c6a,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001,10.1016/j.fluid.2008.02.001#d7#p1,5000,274.5,309.5,35,21,6,7,True,"[""10.1016/j.fluid.2008.02.001#d7#p1#r16"",""10.1016/j.fluid.2008.02.001#d7#p1#r18"",""10.1016/j.fluid.2008.02.001#d7#p1#r21""]","[""10.1016/j.fluid.2008.02.001#d7#p1#r1"",""10.1016/j.fluid.2008.02.001#d7#p1#r2"",""10.1016/j.fluid.2008.02.001#d7#p1#r3"",""10.1016/j.fluid.2008.02.001#d7#p1#r4"",""10.1016/j.fluid.2008.02.001#d7#p1#r5"",""10.1016/j.fluid.2008.02.001#d7#p1#r6"",""10.1016/j.fluid.2008.02.001#d7#p1#r7""]",3,7,7
ep_a5cb0c50e1f8246b,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099,10.1021/acs.jced.7b00099#d4#p1,5000,351.75,423.15,71.4,17,6,6,True,"[""10.1021/acs.jced.7b00099#d4#p1#r9"",""10.1021/acs.jced.7b00099#d4#p1#r10"",""10.1021/acs.jced.7b00099#d4#p1#r22""]","[""10.1021/acs.jced.7b00099#d4#p1#r1"",""10.1021/acs.jced.7b00099#d4#p1#r15"",""10.1021/acs.jced.7b00099#d4#p1#r16"",""10.1021/acs.jced.7b00099#d4#p1#r17"",""10.1021/acs.jced.7b00099#d4#p1#r2"",""10.1021/acs.jced.7b00099#d4#p1#r24"",""10.1021/acs.jced.7b00099#d4#p1#r25"",""10.1021/acs.jced.7b00099#d4#p1#r3"",""10.1021/acs.jced.7b00099#d4#p1#r4""]",3,9,6
ep_a5df803ac03ebafa,mol_9b039da63aa3710c,grp_5dea7427c65d07c7,train,10.1016/j.jct.2015.08.023,10.1016/j.jct.2015.08.023#d2#p1,5000,273.04,323.27,50.23,7,3,2,True,"[""10.1016/j.jct.2015.08.023#d2#p1#r15"",""10.1016/j.jct.2015.08.023#d2#p1#r16"",""10.1016/j.jct.2015.08.023#d2#p1#r6""]","[""10.1016/j.jct.2015.08.023#d2#p1#r1"",""10.1016/j.jct.2015.08.023#d2#p1#r12"",""10.1016/j.jct.2015.08.023#d2#p1#r2""]",3,3,2
ep_a777481ec437f27b,mol_f6fdbe222c4eecf8,grp_5085cd785cc4c7f4,test,10.1016/j.jct.2013.05.047,10.1016/j.jct.2013.05.047#d4#p1,5000,291.39,342.84,51.45,27,8,8,True,"[""10.1016/j.jct.2013.05.047#d4#p1#r20"",""10.1016/j.jct.2013.05.047#d4#p1#r23"",""10.1016/j.jct.2013.05.047#d4#p1#r27""]","[""10.1016/j.jct.2013.05.047#d4#p1#r1"",""10.1016/j.jct.2013.05.047#d4#p1#r2"",""10.1016/j.jct.2013.05.047#d4#p1#r3"",""10.1016/j.jct.2013.05.047#d4#p1#r4"",""10.1016/j.jct.2013.05.047#d4#p1#r5"",""10.1016/j.jct.2013.05.047#d4#p1#r6"",""10.1016/j.jct.2013.05.047#d4#p1#r7"",""10.1016/j.jct.2013.05.047#d4#p1#r8""]",3,8,8
ep_a7cb811570d9e9a6,mol_2fc4ca5245c4c992,grp_756fd67e09bf04a3,validation,10.1016/j.jct.2015.07.025,10.1016/j.jct.2015.07.025#d2#p1,5000,279.8,313.7,33.9,17,6,5,True,"[""10.1016/j.jct.2015.07.025#d2#p1#r12"",""10.1016/j.jct.2015.07.025#d2#p1#r14"",""10.1016/j.jct.2015.07.025#d2#p1#r17""]","[""10.1016/j.jct.2015.07.025#d2#p1#r1"",""10.1016/j.jct.2015.07.025#d2#p1#r2"",""10.1016/j.jct.2015.07.025#d2#p1#r3"",""10.1016/j.jct.2015.07.025#d2#p1#r4"",""10.1016/j.jct.2015.07.025#d2#p1#r5""]",3,5,5
ep_a872fbb2c940af8c,mol_456cd661d7732899,grp_5dea7427c65d07c7,train,10.1021/je100231g,10.1021/je100231g#d9#p1,5000,313.3,353.5,40.2,19,5,6,True,"[""10.1021/je100231g#d9#p1#r15"",""10.1021/je100231g#d9#p1#r17"",""10.1021/je100231g#d9#p1#r19""]","[""10.1021/je100231g#d9#p1#r1"",""10.1021/je100231g#d9#p1#r2"",""10.1021/je100231g#d9#p1#r3"",""10.1021/je100231g#d9#p1#r4"",""10.1021/je100231g#d9#p1#r5"",""10.1021/je100231g#d9#p1#r6""]",3,6,6
ep_a8756c5ab1329df6,mol_6af5d7e3ca0bc16f,grp_cd9f232caa190183,validation,10.1016/j.jct.2012.04.006,10.1016/j.jct.2012.04.006#d5#p1,5000,360.71,428.01,67.3,35,11,11,True,"[""10.1016/j.jct.2012.04.006#d5#p1#r25"",""10.1016/j.jct.2012.04.006#d5#p1#r30"",""10.1016/j.jct.2012.04.006#d5#p1#r35""]","[""10.1016/j.jct.2012.04.006#d5#p1#r1"",""10.1016/j.jct.2012.04.006#d5#p1#r10"",""10.1016/j.jct.2012.04.006#d5#p1#r11"",""10.1016/j.jct.2012.04.006#d5#p1#r2"",""10.1016/j.jct.2012.04.006#d5#p1#r3"",""10.1016/j.jct.2012.04.006#d5#p1#r4"",""10.1016/j.jct.2012.04.006#d5#p1#r5"",""10.1016/j.jct.2012.04.006#d5#p1#r6"",""10.1016/j.jct.2012.04.006#d5#p1#r7"",""10.1016/j.jct.2012.04.006#d5#p1#r8"",""10.1016/j.jct.2012.04.006#d5#p1#r9""]",3,11,11
ep_a8ad0b16a7321b79,mol_08c55f7701cab54c,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00599,10.1021/acs.jced.7b00599#d2#p1,5000,258.55,298.35,39.8,8,3,2,True,"[""10.1021/acs.jced.7b00599#d2#p1#r6"",""10.1021/acs.jced.7b00599#d2#p1#r7"",""10.1021/acs.jced.7b00599#d2#p1#r8""]","[""10.1021/acs.jced.7b00599#d2#p1#r1"",""10.1021/acs.jced.7b00599#d2#p1#r2""]",3,2,2
ep_ac28df014f7a2775,mol_b8839fb18327bc8e,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2014.07.029,10.1016/j.fluid.2014.07.029#d7#p1,5000,274.2,309.2,35,13,4,4,True,"[""10.1016/j.fluid.2014.07.029#d7#p1#r11"",""10.1016/j.fluid.2014.07.029#d7#p1#r12"",""10.1016/j.fluid.2014.07.029#d7#p1#r14""]","[""10.1016/j.fluid.2014.07.029#d7#p1#r1"",""10.1016/j.fluid.2014.07.029#d7#p1#r2"",""10.1016/j.fluid.2014.07.029#d7#p1#r3"",""10.1016/j.fluid.2014.07.029#d7#p1#r4""]",3,4,4
ep_ad08b20d0b5c93b6,mol_89b8d3deb9a49ab7,grp_5dea7427c65d07c7,train,10.1016/j.jct.2014.04.022,10.1016/j.jct.2014.04.022#d3#p1,5000,253.15,308.15,55,13,4,4,True,"[""10.1016/j.jct.2014.04.022#d3#p1#r37"",""10.1016/j.jct.2014.04.022#d3#p1#r40"",""10.1016/j.jct.2014.04.022#d3#p1#r46""]","[""10.1016/j.jct.2014.04.022#d3#p1#r10"",""10.1016/j.jct.2014.04.022#d3#p1#r11"",""10.1016/j.jct.2014.04.022#d3#p1#r12"",""10.1016/j.jct.2014.04.022#d3#p1#r13"",""10.1016/j.jct.2014.04.022#d3#p1#r15"",""10.1016/j.jct.2014.04.022#d3#p1#r16"",""10.1016/j.jct.2014.04.022#d3#p1#r17"",""10.1016/j.jct.2014.04.022#d3#p1#r19"",""10.1016/j.jct.2014.04.022#d3#p1#r20""]",3,9,4
ep_ae4078147f23f36c,mol_4d8f9d9787a27468,grp_1ee21e819b209e57,test,10.1021/je2007605,10.1021/je2007605#d8#p1,5000,352.78,390.44,37.66,20,6,6,True,"[""10.1021/je2007605#d8#p1#r15"",""10.1021/je2007605#d8#p1#r17"",""10.1021/je2007605#d8#p1#r20""]","[""10.1021/je2007605#d8#p1#r1"",""10.1021/je2007605#d8#p1#r2"",""10.1021/je2007605#d8#p1#r3"",""10.1021/je2007605#d8#p1#r4"",""10.1021/je2007605#d8#p1#r5"",""10.1021/je2007605#d8#p1#r6""]",3,6,6
ep_ae6c866b638ab5a2,mol_22159cf19c24ba5e,grp_5dea7427c65d07c7,train,10.1016/j.jct.2004.08.004,10.1016/j.jct.2004.08.004#d3#p1,5000,285.2,323.2,38,23,5,8,True,"[""10.1016/j.jct.2004.08.004#d3#p1#r19"",""10.1016/j.jct.2004.08.004#d3#p1#r22"",""10.1016/j.jct.2004.08.004#d3#p1#r24""]","[""10.1016/j.jct.2004.08.004#d3#p1#r1"",""10.1016/j.jct.2004.08.004#d3#p1#r2"",""10.1016/j.jct.2004.08.004#d3#p1#r3"",""10.1016/j.jct.2004.08.004#d3#p1#r4"",""10.1016/j.jct.2004.08.004#d3#p1#r5"",""10.1016/j.jct.2004.08.004#d3#p1#r6"",""10.1016/j.jct.2004.08.004#d3#p1#r7"",""10.1016/j.jct.2004.08.004#d3#p1#r8""]",3,8,8
ep_aea6dfdc96f49a14,mol_5a4aa50dd3cafc66,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2014.07.029,10.1016/j.fluid.2014.07.029#d3#p1,5000,274.5,307.2,32.7,12,4,4,True,"[""10.1016/j.fluid.2014.07.029#d3#p1#r9"",""10.1016/j.fluid.2014.07.029#d3#p1#r10"",""10.1016/j.fluid.2014.07.029#d3#p1#r12""]","[""10.1016/j.fluid.2014.07.029#d3#p1#r1"",""10.1016/j.fluid.2014.07.029#d3#p1#r2"",""10.1016/j.fluid.2014.07.029#d3#p1#r3"",""10.1016/j.fluid.2014.07.029#d3#p1#r4""]",3,4,4
ep_b1c5e4d1225f913b,mol_5a16c79c0cd15799,grp_642c5927dec37b59,validation,10.1016/j.fluid.2011.07.007,10.1016/j.fluid.2011.07.007#d14#p1,5000,293.7,345.5,51.8,21,5,7,True,"[""10.1016/j.fluid.2011.07.007#d14#p1#r17"",""10.1016/j.fluid.2011.07.007#d14#p1#r19"",""10.1016/j.fluid.2011.07.007#d14#p1#r21""]","[""10.1016/j.fluid.2011.07.007#d14#p1#r1"",""10.1016/j.fluid.2011.07.007#d14#p1#r2"",""10.1016/j.fluid.2011.07.007#d14#p1#r3"",""10.1016/j.fluid.2011.07.007#d14#p1#r4"",""10.1016/j.fluid.2011.07.007#d14#p1#r5"",""10.1016/j.fluid.2011.07.007#d14#p1#r6"",""10.1016/j.fluid.2011.07.007#d14#p1#r7""]",3,7,7
ep_b3a08b7ead6a9f3f,mol_214efcd2971bdb13,grp_9dc3cc34781e7516,train,10.1016/j.jct.2012.03.027,10.1016/j.jct.2012.03.027#d2#p1,5000,275.55,317.87,42.32,18,6,6,True,"[""10.1016/j.jct.2012.03.027#d2#p1#r13"",""10.1016/j.jct.2012.03.027#d2#p1#r15"",""10.1016/j.jct.2012.03.027#d2#p1#r18""]","[""10.1016/j.jct.2012.03.027#d2#p1#r1"",""10.1016/j.jct.2012.03.027#d2#p1#r2"",""10.1016/j.jct.2012.03.027#d2#p1#r3"",""10.1016/j.jct.2012.03.027#d2#p1#r4"",""10.1016/j.jct.2012.03.027#d2#p1#r5"",""10.1016/j.jct.2012.03.027#d2#p1#r6""]",3,6,6
ep_b3b9ca86d5fa5e41,mol_17d7810440ddcdc4,grp_5dea7427c65d07c7,train,10.1021/je100231g,10.1021/je100231g#d3#p1,5000,290.2,345.5,55.3,21,7,6,True,"[""10.1021/je100231g#d3#p1#r16"",""10.1021/je100231g#d3#p1#r19"",""10.1021/je100231g#d3#p1#r22""]","[""10.1021/je100231g#d3#p1#r1"",""10.1021/je100231g#d3#p1#r2"",""10.1021/je100231g#d3#p1#r3"",""10.1021/je100231g#d3#p1#r4"",""10.1021/je100231g#d3#p1#r5"",""10.1021/je100231g#d3#p1#r6""]",3,6,6
ep_b4cd3f403d501f48,mol_f612596591f38885,grp_5dea7427c65d07c7,train,10.1021/je800603z,10.1021/je800603z#d1#p1,5000,292.74,362.67,69.93,8,3,3,True,"[""10.1021/je800603z#d1#p1#r6"",""10.1021/je800603z#d1#p1#r7"",""10.1021/je800603z#d1#p1#r8""]","[""10.1021/je800603z#d1#p1#r1"",""10.1021/je800603z#d1#p1#r2"",""10.1021/je800603z#d1#p1#r3""]",3,3,3
ep_b4d2f9d110e4ac12,mol_65b637e94cd66c7e,grp_69e3066d23c835df,test,10.1021/je025634v,10.1021/je025634v#d10#p1,5000,273.17,310.41,37.24,9,3,2,True,"[""10.1021/je025634v#d10#p1#r7"",""10.1021/je025634v#d10#p1#r9"",""10.1021/je025634v#d10#p1#r11""]","[""10.1021/je025634v#d10#p1#r1"",""10.1021/je025634v#d10#p1#r2""]",3,2,2
ep_b4f39f32287a3cf2,mol_d4445907461eb33b,grp_5dea7427c65d07c7,train,10.1021/acs.jced.5b00752,10.1021/acs.jced.5b00752#d5#p1,5000,322.213,452.116,129.903,13,3,4,True,"[""10.1021/acs.jced.5b00752#d5#p1#r17"",""10.1021/acs.jced.5b00752#d5#p1#r18"",""10.1021/acs.jced.5b00752#d5#p1#r19""]","[""10.1021/acs.jced.5b00752#d5#p1#r3"",""10.1021/acs.jced.5b00752#d5#p1#r4"",""10.1021/acs.jced.5b00752#d5#p1#r5"",""10.1021/acs.jced.5b00752#d5#p1#r6"",""10.1021/acs.jced.5b00752#d5#p1#r7"",""10.1021/acs.jced.5b00752#d5#p1#r8""]",3,6,4
ep_b5337e079ab414b3,mol_2b7f8f6f183caf51,grp_642c5927dec37b59,validation,10.1016/j.fluid.2011.07.007,10.1016/j.fluid.2011.07.007#d16#p1,5000,323.2,355.2,32,15,5,3,True,"[""10.1016/j.fluid.2011.07.007#d16#p1#r12"",""10.1016/j.fluid.2011.07.007#d16#p1#r14"",""10.1016/j.fluid.2011.07.007#d16#p1#r16""]","[""10.1016/j.fluid.2011.07.007#d16#p1#r1"",""10.1016/j.fluid.2011.07.007#d16#p1#r2"",""10.1016/j.fluid.2011.07.007#d16#p1#r3""]",3,3,3
ep_b66a29339983cbea,mol_4603750e706845d0,grp_cd9f232caa190183,validation,10.1016/j.jct.2012.04.006,10.1016/j.jct.2012.04.006#d12#p1,5000,292.33,369.54,77.21,40,12,12,True,"[""10.1016/j.jct.2012.04.006#d12#p1#r34"",""10.1016/j.jct.2012.04.006#d12#p1#r39"",""10.1016/j.jct.2012.04.006#d12#p1#r45""]","[""10.1016/j.jct.2012.04.006#d12#p1#r10"",""10.1016/j.jct.2012.04.006#d12#p1#r11"",""10.1016/j.jct.2012.04.006#d12#p1#r12"",""10.1016/j.jct.2012.04.006#d12#p1#r13"",""10.1016/j.jct.2012.04.006#d12#p1#r14"",""10.1016/j.jct.2012.04.006#d12#p1#r15"",""10.1016/j.jct.2012.04.006#d12#p1#r16"",""10.1016/j.jct.2012.04.006#d12#p1#r17"",""10.1016/j.jct.2012.04.006#d12#p1#r6"",""10.1016/j.jct.2012.04.006#d12#p1#r7"",""10.1016/j.jct.2012.04.006#d12#p1#r8"",""10.1016/j.jct.2012.04.006#d12#p1#r9""]",3,12,12
ep_b7eda8d51f2b96e0,mol_c54873ab8150496e,grp_5dea7427c65d07c7,train,10.1021/je100398m,10.1021/je100398m#d2#p1,5000,253.68,303.29,49.61,11,4,2,True,"[""10.1021/je100398m#d2#p1#r18"",""10.1021/je100398m#d2#p1#r20"",""10.1021/je100398m#d2#p1#r26""]","[""10.1021/je100398m#d2#p1#r1"",""10.1021/je100398m#d2#p1#r2"",""10.1021/je100398m#d2#p1#r3"",""10.1021/je100398m#d2#p1#r4"",""10.1021/je100398m#d2#p1#r5""]",3,5,2
ep_b8176b5ba38e8460,mol_c1c12a449ac15fd2,grp_5dea7427c65d07c7,train,10.1016/j.jct.2004.08.004,10.1016/j.jct.2004.08.004#d5#p1,5000,298.2,340.3,42.1,17,6,5,True,"[""10.1016/j.jct.2004.08.004#d5#p1#r16"",""10.1016/j.jct.2004.08.004#d5#p1#r18"",""10.1016/j.jct.2004.08.004#d5#p1#r22""]","[""10.1016/j.jct.2004.08.004#d5#p1#r2"",""10.1016/j.jct.2004.08.004#d5#p1#r3"",""10.1016/j.jct.2004.08.004#d5#p1#r4"",""10.1016/j.jct.2004.08.004#d5#p1#r5"",""10.1016/j.jct.2004.08.004#d5#p1#r6""]",3,5,5
ep_b9c3907f80e2b3b0,mol_f66338fbde75d97f,grp_756fd67e09bf04a3,validation,10.1016/j.jct.2015.07.025,10.1016/j.jct.2015.07.025#d5#p1,5000,302.1,334.9,32.8,15,4,5,True,"[""10.1016/j.jct.2015.07.025#d5#p1#r13"",""10.1016/j.jct.2015.07.025#d5#p1#r14"",""10.1016/j.jct.2015.07.025#d5#p1#r16""]","[""10.1016/j.jct.2015.07.025#d5#p1#r1"",""10.1016/j.jct.2015.07.025#d5#p1#r2"",""10.1016/j.jct.2015.07.025#d5#p1#r3"",""10.1016/j.jct.2015.07.025#d5#p1#r4"",""10.1016/j.jct.2015.07.025#d5#p1#r5""]",3,5,5
ep_b9e5fbbd7f7ed1db,mol_8328a6e934e84481,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00295,10.1021/acs.jced.7b00295#d13#p1,5000,253.15,308.15,55,13,4,4,True,"[""10.1021/acs.jced.7b00295#d13#p1#r37"",""10.1021/acs.jced.7b00295#d13#p1#r40"",""10.1021/acs.jced.7b00295#d13#p1#r46""]","[""10.1021/acs.jced.7b00295#d13#p1#r10"",""10.1021/acs.jced.7b00295#d13#p1#r13"",""10.1021/acs.jced.7b00295#d13#p1#r14"",""10.1021/acs.jced.7b00295#d13#p1#r15"",""10.1021/acs.jced.7b00295#d13#p1#r16"",""10.1021/acs.jced.7b00295#d13#p1#r18"",""10.1021/acs.jced.7b00295#d13#p1#r19"",""10.1021/acs.jced.7b00295#d13#p1#r20""]",3,8,4
ep_ba86ff0a7df2a291,mol_cee7ca25fc127d19,grp_1832a9cc7ea0a691,test,10.1021/je050173+,10.1021/je050173+#d11#p1,5000,311.8,349.86,38.06,10,3,3,True,"[""10.1021/je050173+#d11#p1#r8"",""10.1021/je050173+#d11#p1#r9"",""10.1021/je050173+#d11#p1#r10""]","[""10.1021/je050173+#d11#p1#r1"",""10.1021/je050173+#d11#p1#r2"",""10.1021/je050173+#d11#p1#r3""]",3,3,3
ep_baac2ae81d9ae954,mol_69df6d03bf2d6749,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2004.02.021,10.1016/j.fluid.2004.02.021#d1#p1,5000,283.15,323.15,40,9,3,3,True,"[""10.1016/j.fluid.2004.02.021#d1#p1#r7"",""10.1016/j.fluid.2004.02.021#d1#p1#r8"",""10.1016/j.fluid.2004.02.021#d1#p1#r9""]","[""10.1016/j.fluid.2004.02.021#d1#p1#r1"",""10.1016/j.fluid.2004.02.021#d1#p1#r2"",""10.1016/j.fluid.2004.02.021#d1#p1#r3""]",3,3,3
