episode_id,pressure_ceiling_Pa,molecule_id,component_id,split,record_id,episode_role,episode_temperature_level_id,temperature_level_representative_K
ep_51719dfe342260cb,5000,mol_f599bee9d7f71e01,grp_5dea7427c65d07c7,train,10.1016/j.tca.2018.07.016#d1#p1#r3,cold_target,ep_51719dfe342260cb#T0002,281
ep_51719dfe342260cb,5000,mol_f599bee9d7f71e01,grp_5dea7427c65d07c7,train,10.1016/j.tca.2018.07.016#d1#p1#r4,cold_target,ep_51719dfe342260cb#T0003,284.2
ep_51719dfe342260cb,5000,mol_f599bee9d7f71e01,grp_5dea7427c65d07c7,train,10.1016/j.tca.2018.07.016#d1#p1#r5,cold_target,ep_51719dfe342260cb#T0004,287.3
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r15,anchor,ep_51c11848158c9d76#T0012,433.57
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r18,anchor,ep_51c11848158c9d76#T0014,437.51
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r20,anchor,ep_51c11848158c9d76#T0016,441.42
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r1,cold_target,ep_51c11848158c9d76#T0000,409.98
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r2,cold_target,ep_51c11848158c9d76#T0001,411.93
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r3,cold_target,ep_51c11848158c9d76#T0002,413.91
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r4,cold_target,ep_51c11848158c9d76#T0003,415.88
ep_51c11848158c9d76,10000,mol_9e960601c6c0fbaf,grp_f74960087f7dfc07,validation,10.1021/je300584m#d10#p1#r5,cold_target,ep_51c11848158c9d76#T0004,417.86
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r11,anchor,ep_51eb945a489a566f#T0010,321.4
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r12,anchor,ep_51eb945a489a566f#T0011,325.4
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r14,anchor,ep_51eb945a489a566f#T0013,333.5
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r1,cold_target,ep_51eb945a489a566f#T0000,283.6
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r2,cold_target,ep_51eb945a489a566f#T0001,288.5
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r3,cold_target,ep_51eb945a489a566f#T0002,293.4
ep_51eb945a489a566f,5000,mol_533237776aacb2a0,grp_5dea7427c65d07c7,train,10.1021/je100231g#d1#p1#r4,cold_target,ep_51eb945a489a566f#T0003,298.3
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r10,anchor,ep_51ebf7a4864f0cac#T0009,302.7
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r11,anchor,ep_51ebf7a4864f0cac#T0010,305.7
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r13,anchor,ep_51ebf7a4864f0cac#T0012,311.6
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r1,cold_target,ep_51ebf7a4864f0cac#T0000,277.6
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r2,cold_target,ep_51ebf7a4864f0cac#T0001,280.6
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r3,cold_target,ep_51ebf7a4864f0cac#T0002,283.2
ep_51ebf7a4864f0cac,5000,mol_e6f5c08892930cf0,grp_468c9a97902f6f3f,test,10.1016/j.fluid.2014.12.023#d6#p1#r4,cold_target,ep_51ebf7a4864f0cac#T0003,286.2
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r13,anchor,ep_522eec65f328e553#T0012,298.3
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r18,anchor,ep_522eec65f328e553#T0017,303.2
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r23,anchor,ep_522eec65f328e553#T0022,308.2
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r1,cold_target,ep_522eec65f328e553#T0000,274.3
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r2,cold_target,ep_522eec65f328e553#T0001,277.3
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r3,cold_target,ep_522eec65f328e553#T0002,278.2
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r4,cold_target,ep_522eec65f328e553#T0003,280.2
ep_522eec65f328e553,20000,mol_e1045e97e4815b23,grp_5dea7427c65d07c7,train,10.1021/je0255980#d10#p1#r5,cold_target,ep_522eec65f328e553#T0004,283.4
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r11,anchor,ep_523a536dad190a2e#T0015,422.55
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r12,anchor,ep_523a536dad190a2e#T0017,432.39
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r31,anchor,ep_523a536dad190a2e#T0020,443.15
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r1,cold_target,ep_523a536dad190a2e#T0000,351.75
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r15,cold_target,ep_523a536dad190a2e#T0001,353.15
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r16,cold_target,ep_523a536dad190a2e#T0003,363.15
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r17,cold_target,ep_523a536dad190a2e#T0005,373.15
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r2,cold_target,ep_523a536dad190a2e#T0002,361.845
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r24,cold_target,ep_523a536dad190a2e#T0001,353.15
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r25,cold_target,ep_523a536dad190a2e#T0005,373.15
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r3,cold_target,ep_523a536dad190a2e#T0002,361.845
ep_523a536dad190a2e,10000,mol_bf39f6deed5d4b6a,grp_5dea7427c65d07c7,train,10.1021/acs.jced.7b00099#d4#p1#r4,cold_target,ep_523a536dad190a2e#T0004,371.91
ep_528cdd14bdbe43c9,20000,mol_9472915240012651,grp_8485db366cf61c1d,train,10.1016/j.jct.2008.10.008#d24#p1#r5,anchor,ep_528cdd14bdbe43c9#T0004,387.021
ep_528cdd14bdbe43c9,20000,mol_9472915240012651,grp_8485db366cf61c1d,train,10.1016/j.jct.2008.10.008#d24#p1#r6,anchor,ep_528cdd14bdbe43c9#T0005,389.974
ep_528cdd14bdbe43c9,20000,mol_9472915240012651,grp_8485db366cf61c1d,train,10.1016/j.jct.2008.10.008#d24#p1#r7,anchor,ep_528cdd14bdbe43c9#T0006,394.968
ep_528cdd14bdbe43c9,20000,mol_9472915240012651,grp_8485db366cf61c1d,train,10.1016/j.jct.2008.10.008#d24#p1#r1,cold_target,ep_528cdd14bdbe43c9#T0000,354.981
ep_528cdd14bdbe43c9,20000,mol_9472915240012651,grp_8485db366cf61c1d,train,10.1016/j.jct.2008.10.008#d24#p1#r2,cold_target,ep_528cdd14bdbe43c9#T0001,359.977
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r30,anchor,ep_52926cdfc2e52d99#T0023,324.04
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r34,anchor,ep_52926cdfc2e52d99#T0027,331.91
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r39,anchor,ep_52926cdfc2e52d99#T0032,341.9
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r10,cold_target,ep_52926cdfc2e52d99#T0004,286.31
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r11,cold_target,ep_52926cdfc2e52d99#T0005,288.32
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r12,cold_target,ep_52926cdfc2e52d99#T0006,290.28
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r13,cold_target,ep_52926cdfc2e52d99#T0006,290.28
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r14,cold_target,ep_52926cdfc2e52d99#T0007,292.29
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r15,cold_target,ep_52926cdfc2e52d99#T0008,294.24
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r16,cold_target,ep_52926cdfc2e52d99#T0009,296.28
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r6,cold_target,ep_52926cdfc2e52d99#T0000,278.42
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r7,cold_target,ep_52926cdfc2e52d99#T0001,280.39
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r8,cold_target,ep_52926cdfc2e52d99#T0002,282.35
ep_52926cdfc2e52d99,5000,mol_4b404db342a0b6d3,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2014.04.026#d11#p1#r9,cold_target,ep_52926cdfc2e52d99#T0003,284.36
ep_52a587d3d329ec10,5000,mol_1a01bcbf9578c5ef,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020#d6#p1#r10,anchor,ep_52a587d3d329ec10#T0009,340.6
ep_52a587d3d329ec10,5000,mol_1a01bcbf9578c5ef,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020#d6#p1#r8,anchor,ep_52a587d3d329ec10#T0007,330.6
ep_52a587d3d329ec10,5000,mol_1a01bcbf9578c5ef,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020#d6#p1#r9,anchor,ep_52a587d3d329ec10#T0008,335.6
ep_52a587d3d329ec10,5000,mol_1a01bcbf9578c5ef,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020#d6#p1#r1,cold_target,ep_52a587d3d329ec10#T0000,296
ep_52a587d3d329ec10,5000,mol_1a01bcbf9578c5ef,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020#d6#p1#r2,cold_target,ep_52a587d3d329ec10#T0001,301
ep_52a587d3d329ec10,5000,mol_1a01bcbf9578c5ef,grp_5ed1239f1de5ca2c,validation,10.1016/j.jct.2018.07.020#d6#p1#r3,cold_target,ep_52a587d3d329ec10#T0002,305.9
ep_536a66697c59d067,20000,mol_5c9fb1beda5bb985,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2007.09.002#d3#p1#r4,anchor,ep_536a66697c59d067#T0003,293.15
ep_536a66697c59d067,20000,mol_5c9fb1beda5bb985,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2007.09.002#d3#p1#r5,anchor,ep_536a66697c59d067#T0004,298.15
ep_536a66697c59d067,20000,mol_5c9fb1beda5bb985,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2007.09.002#d3#p1#r6,anchor,ep_536a66697c59d067#T0005,303.15
ep_536a66697c59d067,20000,mol_5c9fb1beda5bb985,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2007.09.002#d3#p1#r1,cold_target,ep_536a66697c59d067#T0000,263.15
ep_536a66697c59d067,20000,mol_5c9fb1beda5bb985,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2007.09.002#d3#p1#r2,cold_target,ep_536a66697c59d067#T0001,273.15
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r14,anchor,ep_5389c1363fd7e5a2#T0009,295.86
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r18,anchor,ep_5389c1363fd7e5a2#T0012,301.2
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r21,anchor,ep_5389c1363fd7e5a2#T0015,303.95
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r1,cold_target,ep_5389c1363fd7e5a2#T0000,273.22
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r2,cold_target,ep_5389c1363fd7e5a2#T0001,275.48
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r3,cold_target,ep_5389c1363fd7e5a2#T0002,277.78
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r4,cold_target,ep_5389c1363fd7e5a2#T0003,278.55
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r5,cold_target,ep_5389c1363fd7e5a2#T0003,278.55
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r6,cold_target,ep_5389c1363fd7e5a2#T0004,280.9
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r7,cold_target,ep_5389c1363fd7e5a2#T0005,281.69
ep_5389c1363fd7e5a2,20000,mol_16272dceff3c45bf,grp_5dea7427c65d07c7,train,10.1021/je9004905#d2#p1#r8,cold_target,ep_5389c1363fd7e5a2#T0005,281.69
ep_53f0258fc8ebf75d,10000,mol_ce50f4cf8290e782,grp_5dea7427c65d07c7,train,10.1021/je9004905#d3#p1#r10,anchor,ep_53f0258fc8ebf75d#T0009,339.32
ep_53f0258fc8ebf75d,10000,mol_ce50f4cf8290e782,grp_5dea7427c65d07c7,train,10.1021/je9004905#d3#p1#r12,anchor,ep_53f0258fc8ebf75d#T0011,341.95
ep_53f0258fc8ebf75d,10000,mol_ce50f4cf8290e782,grp_5dea7427c65d07c7,train,10.1021/je9004905#d3#p1#r15,anchor,ep_53f0258fc8ebf75d#T0014,355.98
ep_53f0258fc8ebf75d,10000,mol_ce50f4cf8290e782,grp_5dea7427c65d07c7,train,10.1021/je9004905#d3#p1#r1,cold_target,ep_53f0258fc8ebf75d#T0000,295.85
ep_53f0258fc8ebf75d,10000,mol_ce50f4cf8290e782,grp_5dea7427c65d07c7,train,10.1021/je9004905#d3#p1#r2,cold_target,ep_53f0258fc8ebf75d#T0001,305.1
ep_53f0258fc8ebf75d,10000,mol_ce50f4cf8290e782,grp_5dea7427c65d07c7,train,10.1021/je9004905#d3#p1#r3,cold_target,ep_53f0258fc8ebf75d#T0002,305.51
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r10,anchor,ep_541611bfb480d90f#T0009,323.3
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r12,anchor,ep_541611bfb480d90f#T0011,328.2
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r14,anchor,ep_541611bfb480d90f#T0013,333.1
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r1,cold_target,ep_541611bfb480d90f#T0000,293.2
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r2,cold_target,ep_541611bfb480d90f#T0001,295.7
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r3,cold_target,ep_541611bfb480d90f#T0002,298.1
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r4,cold_target,ep_541611bfb480d90f#T0003,300.7
ep_541611bfb480d90f,10000,mol_038035dca3f815f6,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2019.112241#d4#p1#r5,cold_target,ep_541611bfb480d90f#T0004,303.3
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r11,anchor,ep_545bab58cf95e579#T0010,333.3
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r13,anchor,ep_545bab58cf95e579#T0012,340.3
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r16,anchor,ep_545bab58cf95e579#T0015,348.4
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r1,cold_target,ep_545bab58cf95e579#T0000,293.3
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r2,cold_target,ep_545bab58cf95e579#T0001,295.7
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r3,cold_target,ep_545bab58cf95e579#T0002,298.4
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r4,cold_target,ep_545bab58cf95e579#T0003,300.3
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r5,cold_target,ep_545bab58cf95e579#T0004,303.3
ep_545bab58cf95e579,10000,mol_4430dd0cb0a3c055,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d8#p1#r6,cold_target,ep_545bab58cf95e579#T0005,308.3
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r23,anchor,ep_546df01b01bab536#T0016,335.4
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r26,anchor,ep_546df01b01bab536#T0019,344.3
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r29,anchor,ep_546df01b01bab536#T0022,353.4
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r2,cold_target,ep_546df01b01bab536#T0000,288.2
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r3,cold_target,ep_546df01b01bab536#T0001,292.2
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r4,cold_target,ep_546df01b01bab536#T0002,296.2
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r5,cold_target,ep_546df01b01bab536#T0003,300.2
ep_546df01b01bab536,5000,mol_fe38c48a132d8ec5,grp_5dea7427c65d07c7,train,10.1021/je049561m#d3#p1#r6,cold_target,ep_546df01b01bab536#T0004,304.2
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r11,anchor,ep_54ab0dadf18410f1#T0010,316.1
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r12,anchor,ep_54ab0dadf18410f1#T0011,318.3
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r14,anchor,ep_54ab0dadf18410f1#T0013,323.2
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r1,cold_target,ep_54ab0dadf18410f1#T0000,290.2
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r2,cold_target,ep_54ab0dadf18410f1#T0001,293.3
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r3,cold_target,ep_54ab0dadf18410f1#T0002,295.2
ep_54ab0dadf18410f1,10000,mol_595c30aafafcc9d0,grp_01b36fcba0323968,validation,10.1016/j.fluid.2004.11.024#d2#p1#r4,cold_target,ep_54ab0dadf18410f1#T0003,298.1
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r15,anchor,ep_54cab27bed47447d#T0013,301.2
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r16,anchor,ep_54cab27bed47447d#T0014,303.2
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r18,anchor,ep_54cab27bed47447d#T0016,308
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r1,cold_target,ep_54cab27bed47447d#T0000,276.2
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r2,cold_target,ep_54cab27bed47447d#T0001,277.3
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r3,cold_target,ep_54cab27bed47447d#T0002,278.3
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r4,cold_target,ep_54cab27bed47447d#T0003,280.3
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r5,cold_target,ep_54cab27bed47447d#T0004,283.25
ep_54cab27bed47447d,10000,mol_1a56e24870b3472e,grp_5dea7427c65d07c7,train,10.1021/je0255980#d8#p1#r6,cold_target,ep_54cab27bed47447d#T0004,283.25
ep_54d057ab2de304b2,5000,mol_819a139398c7c5de,grp_cd9f232caa190183,validation,10.1016/j.jct.2018.11.015#d2#p1#r6,anchor,ep_54d057ab2de304b2#T0005,401.71
ep_54d057ab2de304b2,5000,mol_819a139398c7c5de,grp_cd9f232caa190183,validation,10.1016/j.jct.2018.11.015#d2#p1#r7,anchor,ep_54d057ab2de304b2#T0006,411.72
ep_54d057ab2de304b2,5000,mol_819a139398c7c5de,grp_cd9f232caa190183,validation,10.1016/j.jct.2018.11.015#d2#p1#r8,anchor,ep_54d057ab2de304b2#T0007,421.57
ep_54d057ab2de304b2,5000,mol_819a139398c7c5de,grp_cd9f232caa190183,validation,10.1016/j.jct.2018.11.015#d2#p1#r1,cold_target,ep_54d057ab2de304b2#T0000,350.9
ep_54d057ab2de304b2,5000,mol_819a139398c7c5de,grp_cd9f232caa190183,validation,10.1016/j.jct.2018.11.015#d2#p1#r2,cold_target,ep_54d057ab2de304b2#T0001,361.52
ep_54d057ab2de304b2,5000,mol_819a139398c7c5de,grp_cd9f232caa190183,validation,10.1016/j.jct.2018.11.015#d2#p1#r3,cold_target,ep_54d057ab2de304b2#T0002,371.6
ep_54d2eadfc46e3550,20000,mol_b8293313f61ea38f,grp_5dea7427c65d07c7,train,10.1021/je049561m#d1#p1#r27,anchor,ep_54d2eadfc46e3550#T0016,338.2
ep_54d2eadfc46e3550,20000,mol_b8293313f61ea38f,grp_5dea7427c65d07c7,train,10.1021/je049561m#d1#p1#r30,anchor,ep_54d2eadfc46e3550#T0019,353.2
