record_id,series_id,archive_member,data_number,property_number,numvalues_index_1based,inchi,inchikey,name,formula,source_doi,source_year,property_name,property_phase,block_phases_json,method,original_property_value,original_property_value_metadata_json,state_origin,state_metadata_json,T_K,stable_liquid_gas,basic_chemistry_flags,H_kJ_mol,calorimetry_label
10.1016/j.jct.2008.08.012#d3#p1#r1,10.1016/j.jct.2008.08.012#d3#p1,10.1016/j.jct.2008.08.012.json,3,1,1,"InChI=1S/C9H8O2/c10-8-5-6-11-9-4-2-1-3-7(8)9/h1-4H,5-6H2",MSTDXOZUKAQDRL-UHFFFAOYSA-N,"2,3-dihydro-4H-1-benzopyran-4-one",C9H8O2,10.1016/j.jct.2008.08.012,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,84.6,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.9},""nPropValue"":84.6}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,84.6,False
10.1016/j.jct.2008.08.012#d5#p1#r1,10.1016/j.jct.2008.08.012#d5#p1,10.1016/j.jct.2008.08.012.json,5,1,1,"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",VMUXSMXIQBNMGZ-UHFFFAOYSA-N,dihydrocoumarin,C9H8O2,10.1016/j.jct.2008.08.012,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,69.9,"{""nPropValue"":69.9,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.6,""nCombUncertAssessNum"":1},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,69.9,False
10.1016/j.jct.2008.08.012#d8#p1#r1,10.1016/j.jct.2008.08.012#d8#p1,10.1016/j.jct.2008.08.012.json,8,1,1,"InChI=1S/C9H8O2/c10-9-5-7-3-1-2-4-8(7)6-11-9/h1-4H,5-6H2",ILHLUZUMRJQEAH-UHFFFAOYSA-N,"1,4-dihydro-3H-2-benzopyran-3-one",C9H8O2,10.1016/j.jct.2008.08.012,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,97.3,"{""nPropValue"":97.3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.1},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,97.3,False
10.1016/j.jct.2008.09.012#d1#p1#r1,10.1016/j.jct.2008.09.012#d1#p1,10.1016/j.jct.2008.09.012.json,1,1,1,"InChI=1S/C7H7FO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3",MFJNOXOAIFNSBX-UHFFFAOYSA-N,3-fluoroanisole,C7H7FO,10.1016/j.jct.2008.09.012,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,48.1,"{""nPropValue"":48.1,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.2,""nCombUncertAssessNum"":1},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,48.1,True
10.1016/j.jct.2008.09.012#d3#p1#r1,10.1016/j.jct.2008.09.012#d3#p1,10.1016/j.jct.2008.09.012.json,3,1,1,"InChI=1S/C7H7FO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",JIXDOBAQOWOUPA-UHFFFAOYSA-N,2-fluoroanisole,C7H7FO,10.1016/j.jct.2008.09.012,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,52.2,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.2},""nPropValue"":52.2}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,52.2,True
10.1016/j.jct.2008.09.012#d5#p1#r1,10.1016/j.jct.2008.09.012#d5#p1,10.1016/j.jct.2008.09.012.json,5,1,1,"InChI=1S/C7H7FO/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",VIPWUFMFHBIKQI-UHFFFAOYSA-N,1-fluoro-4-methoxybenzene,C7H7FO,10.1016/j.jct.2008.09.012,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,48.7,"{""nPropNumber"":1,""nPropDigits"":3,""nPropValue"":48.7,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.2,""nCombUncertAssessNum"":1}}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,48.7,True
10.1016/j.jct.2008.09.013#d1#p1#r1,10.1016/j.jct.2008.09.013#d1#p1,10.1016/j.jct.2008.09.013.json,1,1,1,"InChI=1S/C7H6O3/c8-7(9)4-3-6-2-1-5-10-6/h1-5H,(H,8,9)/b4-3+",ZCJLOOJRNPHKAV-ONEGZZNKSA-N,2-furanacrylic acid,C7H6O3,10.1016/j.jct.2008.09.013,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Calvet calorimetry,103,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.3},""nPropValue"":103}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,103,True
10.1016/j.jct.2008.09.013#d4#p1#r1,10.1016/j.jct.2008.09.013#d4#p1,10.1016/j.jct.2008.09.013.json,4,1,1,"InChI=1S/C7H6O3/c8-7(9)2-1-6-3-4-10-5-6/h1-5H,(H,8,9)/b2-1+",JHAPZUDWRRBZHZ-OWOJBTEDSA-N,3-furanacrylic acid,C7H6O3,10.1016/j.jct.2008.09.013,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Calvet microcalorimetry,104.9,"{""nPropValue"":104.9,""CombinedUncertainty"":{""nCombExpandUncertValue"":2,""nCombUncertAssessNum"":1},""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,104.9,True
10.1016/j.jct.2008.09.013#d7#p1#r1,10.1016/j.jct.2008.09.013#d7#p1,10.1016/j.jct.2008.09.013.json,7,1,1,InChI=1S/C7H6O2/c8-5-1-3-7-4-2-6-9-7/h1-6H,VZIRCHXYMBFNFD-UHFFFAOYSA-N,3-(2-furyl)-2-propenal,C7H6O2,10.1016/j.jct.2008.09.013,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Calvet microcalorimetry,82.3,"{""nPropValue"":82.3,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.8,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,82.3,True
10.1016/j.jct.2008.09.013#d9#p1#r1,10.1016/j.jct.2008.09.013#d9#p1,10.1016/j.jct.2008.09.013.json,9,1,1,"InChI=1S/C7H5NO/c8-5-1-3-7-4-2-6-9-7/h1-4,6H/b3-1+",ZHKAQNFBQHPERX-HNQUOIGGSA-N,2-furanacrylonitrile,C7H5NO,10.1016/j.jct.2008.09.013,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,65.2,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":1.2,""nCombUncertAssessNum"":1},""nPropValue"":65.2,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,65.2,True
10.1016/j.jct.2008.11.008#d1#p1#r1,10.1016/j.jct.2008.11.008#d1#p1,10.1016/j.jct.2008.11.008.json,1,1,1,"InChI=1S/C7H7BrO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",HTDQSWDEWGSAMN-UHFFFAOYSA-N,1-bromo-2-methoxybenzene,C7H7BrO,10.1016/j.jct.2008.11.008,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,61.8,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.6},""nPropValue"":61.8}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,61.8,True
10.1016/j.jct.2008.11.008#d3#p1#r1,10.1016/j.jct.2008.11.008#d3#p1,10.1016/j.jct.2008.11.008.json,3,1,1,"InChI=1S/C7H7BrO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3",PLDWAJLZAAHOGG-UHFFFAOYSA-N,1-bromo-3-methoxybenzene,C7H7BrO,10.1016/j.jct.2008.11.008,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,58,"{""nPropDigits"":2,""nPropNumber"":1,""nPropValue"":58,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.4}}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,58,True
10.1016/j.jct.2008.11.008#d5#p1#r1,10.1016/j.jct.2008.11.008#d5#p1,10.1016/j.jct.2008.11.008.json,5,1,1,"InChI=1S/C7H7BrO/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",QJPJQTDYNZXKQF-UHFFFAOYSA-N,1-bromo-4-methoxybenzene,C7H7BrO,10.1016/j.jct.2008.11.008,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,58.3,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":58.3,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.4,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,58.3,True
10.1016/j.jct.2008.12.015#d2#p1#r1,10.1016/j.jct.2008.12.015#d2#p1,10.1016/j.jct.2008.12.015.json,2,1,1,"InChI=1S/C20H26/c1-19(2,3)17-11-7-15(8-12-17)16-9-13-18(14-10-16)20(4,5)6/h7-14H,1-6H3",CDKCEZNPAYWORX-UHFFFAOYSA-N,"4,4'-bis(1,1-dimethylethyl)-1,1'-biphenyl",C20H26,10.1016/j.jct.2008.12.015,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,99.68,"{""nPropValue"":99.68,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.73,""nCombUncertAssessNum"":1},""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":399.15,""nVarDigits"":5,""nVarNumber"":1}",399.15,False,,99.68,True
10.1016/j.jct.2008.12.015#d5#p1#r1,10.1016/j.jct.2008.12.015#d5#p1,10.1016/j.jct.2008.12.015.json,5,1,1,"InChI=1S/C16H18/c1-16(2,3)15-11-9-14(10-12-15)13-7-5-4-6-8-13/h4-12H,1-3H3",CDOYZTOFTGTGBC-UHFFFAOYSA-N,"4-(1,1-dimethylethyl)-1,1'-biphenyl",C16H18,10.1016/j.jct.2008.12.015,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,97.34,"{""nPropDigits"":4,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.56},""nPropValue"":97.34}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":322.65}",322.65,False,,97.34,True
10.1016/j.jct.2008.12.015#d6#p1#r1,10.1016/j.jct.2008.12.015#d6#p1,10.1016/j.jct.2008.12.015.json,6,1,1,"InChI=1S/C16H18/c1-16(2,3)15-11-9-14(10-12-15)13-7-5-4-6-8-13/h4-12H,1-3H3",CDOYZTOFTGTGBC-UHFFFAOYSA-N,"4-(1,1-dimethylethyl)-1,1'-biphenyl",C16H18,10.1016/j.jct.2008.12.015,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Static calorimetry,76.97,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":76.97,""CombinedUncertainty"":{""nCombExpandUncertValue"":0.86,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":334,""nVarNumber"":1,""nVarDigits"":3}",334,True,,76.97,True
10.1016/j.jct.2009.03.001#d1#p1#r1,10.1016/j.jct.2009.03.001#d1#p1,10.1016/j.jct.2009.03.001.json,1,1,1,InChI=1S/C6H3Cl2NO2/c7-4-1-2-6(9(10)11)5(8)3-4/h1-3H,QUIMTLZDMCNYGY-UHFFFAOYSA-N,"1,3-dichloro-4-nitrobenzene",C6H3Cl2NO2,10.1016/j.jct.2009.03.001,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",drop microcalorimetry,87.8,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":87.8,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.4}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,87.8,True
10.1016/j.jct.2009.03.001#d3#p1#r1,10.1016/j.jct.2009.03.001#d3#p1,10.1016/j.jct.2009.03.001.json,3,1,1,InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,"1,4-dichloro-2-nitrobenzene",C6H3Cl2NO2,10.1016/j.jct.2009.03.001,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",drop microcalorimetry,87.4,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":5},""nPropValue"":87.4}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,87.4,True
10.1016/j.jct.2009.03.001#d5#p1#r1,10.1016/j.jct.2009.03.001#d5#p1,10.1016/j.jct.2009.03.001.json,5,1,1,InChI=1S/C6H3Cl2NO2/c7-5-2-1-4(9(10)11)3-6(5)8/h1-3H,NTBYINQTYWZXLH-UHFFFAOYSA-N,"3,4-dichloro-1-nitrobenzene",C6H3Cl2NO2,10.1016/j.jct.2009.03.001,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",drop microcalorimetry,85.8,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":5,""nCombUncertAssessNum"":1},""nPropValue"":85.8,""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,False,,85.8,True
10.1016/j.jct.2009.03.001#d7#p1#r1,10.1016/j.jct.2009.03.001#d7#p1,10.1016/j.jct.2009.03.001.json,7,1,1,InChI=1S/C6H3Cl2NO2/c7-4-1-5(8)3-6(2-4)9(10)11/h1-3H,RNABGKOKSBUFHW-UHFFFAOYSA-N,"1,3-dichloro-5-nitrobenzene",C6H3Cl2NO2,10.1016/j.jct.2009.03.001,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",drop microcalorimetry,83.2,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":83.2,""CombinedUncertainty"":{""nCombExpandUncertValue"":3,""nCombUncertAssessNum"":1}}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,83.2,True
10.1016/j.jct.2009.03.010#d3#p1#r1,10.1016/j.jct.2009.03.010#d3#p1,10.1016/j.jct.2009.03.010.json,3,1,1,InChI=1S/C24H12/c1-2-14-5-6-16-9-11-18-12-10-17-8-7-15-4-3-13(1)19-20(14)22(16)24(18)23(17)21(15)19/h1-12H,VPUGDVKSAQVFFS-UHFFFAOYSA-N,coronene,C24H12,10.1016/j.jct.2009.03.010,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Derived by Second law,126.6,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombExpandUncertValue"":3.8,""nCombUncertAssessNum"":1},""nPropValue"":126.6}",variable,"{""nVarNumber"":1,""nVarDigits"":4,""nVarValue"":478.2}",478.2,False,,126.6,False
10.1016/j.jct.2009.03.014#d1#p1#r1,10.1016/j.jct.2009.03.014#d1#p1,10.1016/j.jct.2009.03.014.json,1,1,1,InChI=1S/C6H2Cl3NO2/c7-3-1-4(8)6(10(11)12)5(9)2-3/h1-2H,AEBJDOTVYMITIA-UHFFFAOYSA-N,"1,3,5-trichloro-2-nitrobenzene",C6H2Cl3NO2,10.1016/j.jct.2009.03.014,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Drop-Microcalorimetry,84.3,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3.8},""nPropValue"":84.3}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,84.3,True
10.1016/j.jct.2009.03.014#d4#p1#r1,10.1016/j.jct.2009.03.014#d4#p1,10.1016/j.jct.2009.03.014.json,4,1,1,InChI=1S/C6HCl4NO2/c7-2-1-3(8)5(10)6(4(2)9)11(12)13/h1H,XQTLDIFVVHJORV-UHFFFAOYSA-N,"2,3,5,6-tetrachloronitrobenzene",C6HCl4NO2,10.1016/j.jct.2009.03.014,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Drop Microcalorimetry,91.3,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":5,""nCombUncertAssessNum"":1},""nPropValue"":91.3,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,False,,91.3,True
10.1016/j.jct.2009.03.014#d6#p1#r1,10.1016/j.jct.2009.03.014#d6#p1,10.1016/j.jct.2009.03.014.json,6,1,1,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,LKPLKUMXSAEKID-UHFFFAOYSA-N,pentachloronitrobenzene,C6Cl5NO2,10.1016/j.jct.2009.03.014,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Drop Microcalorimetry,96.3,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.2},""nPropValue"":96.3}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,96.3,True
10.1016/j.jct.2009.04.017#d1#p1#r1,10.1016/j.jct.2009.04.017#d1#p1,10.1016/j.jct.2009.04.017.json,1,1,1,"InChI=1S/C6H5BrO/c7-5-3-1-2-4-6(5)8/h1-4,8H",VADKRMSMGWJZCF-UHFFFAOYSA-N,"phenol, 2-bromo-",C6H5BrO,10.1016/j.jct.2009.04.017,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Calvet microcalorimetry,55.5,"{""nPropNumber"":1,""nPropDigits"":3,""CombinedUncertainty"":{""nCombExpandUncertValue"":2.6,""nCombUncertAssessNum"":1},""nPropValue"":55.5}",variable,"{""nVarNumber"":1,""nVarDigits"":5,""nVarValue"":298.15}",298.15,True,,55.5,True
10.1016/j.jct.2009.04.017#d4#p1#r1,10.1016/j.jct.2009.04.017#d4#p1,10.1016/j.jct.2009.04.017.json,4,1,1,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",GZFGOTFRPZRKDS-UHFFFAOYSA-N,4-bromophenol,C6H5BrO,10.1016/j.jct.2009.04.017,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Calvet microcalorimetry,83.1,"{""CombinedUncertainty"":{""nCombExpandUncertValue"":3.2,""nCombUncertAssessNum"":1},""nPropValue"":83.1,""nPropNumber"":1,""nPropDigits"":3}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,83.1,True
10.1016/j.jct.2009.06.018#d5#p1#r1,10.1016/j.jct.2009.06.018#d5#p1,10.1016/j.jct.2009.06.018.json,5,1,1,"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",FTOAOBMCPZCFFF-UHFFFAOYSA-N,"barbituric acid, 5,5-diethyl-",C8H12N2O3,10.1016/j.jct.2009.06.018,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal 2,"[""Crystal 2"",""Gas""]",DSC,113.9,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":2.6},""nPropValue"":113.9,""nPropNumber"":1,""nPropDigits"":4}",variable,"{""nVarValue"":366.15,""nVarDigits"":5,""nVarNumber"":1}",366.15,False,,113.9,False
10.1016/j.jct.2009.06.022#d3#p1#r1,10.1016/j.jct.2009.06.022#d3#p1,10.1016/j.jct.2009.06.022.json,3,1,1,InChI=1S/C15H10O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,flavone,C15H10O2,10.1016/j.jct.2009.06.022,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,108.2,"{""nPropDigits"":4,""nPropNumber"":1,""nPropValue"":108.2,""CombinedUncertainty"":{""nCombExpandUncertValue"":3.4,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,False,,108.2,True
10.1016/j.jct.2009.06.022#d6#p1#r1,10.1016/j.jct.2009.06.022#d6#p1,10.1016/j.jct.2009.06.022.json,6,1,1,"InChI=1S/C15H12O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-9,15H,10H2",ZONYXWQDUYMKFB-UHFFFAOYSA-N,"2,3-dihydroflavone",C15H12O2,10.1016/j.jct.2009.06.022,2009,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Static calorimetry,107.2,"{""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":4.6},""nPropValue"":107.2,""nPropDigits"":4,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,False,,107.2,True
10.1016/j.jct.2009.09.003#d1#p1#r1,10.1016/j.jct.2009.09.003#d1#p1,10.1016/j.jct.2009.09.003.json,1,1,1,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",RXYPXQSKLGGKOL-UHFFFAOYSA-N,"1,4-dimethylpiperazine",C6H14N2,10.1016/j.jct.2009.09.003,2010,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived from vapor pressure data,41.2,"{""nPropDigits"":3,""nPropNumber"":1,""nPropValue"":41.2,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.8}}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":298.15}",298.15,True,,41.2,False
10.1016/j.jct.2009.09.003#d3#p1#r1,10.1016/j.jct.2009.09.003#d3#p1,10.1016/j.jct.2009.09.003.json,3,1,1,"InChI=1S/C6H15N3/c7-1-4-9-5-2-8-3-6-9/h8H,1-7H2",IMUDHTPIFIBORV-UHFFFAOYSA-N,N-(.beta.-aminoethyl)piperazine),C6H15N3,10.1016/j.jct.2009.09.003,2010,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived from vapor pressure data,68.7,"{""nPropDigits"":3,""nPropNumber"":1,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":0.6},""nPropValue"":68.7}",variable,"{""nVarValue"":298.15,""nVarNumber"":1,""nVarDigits"":5}",298.15,True,,68.7,False
10.1016/j.jct.2009.09.003#d5#p1#r1,10.1016/j.jct.2009.09.003#d5#p1,10.1016/j.jct.2009.09.003.json,5,1,1,"InChI=1S/C7H17N3/c1-9-4-6-10(3-2-8)7-5-9/h2-8H2,1H3",GOWUDHPKGOIDIX-UHFFFAOYSA-N,1-(2-aminoethyl)-4-methyl-piperazine,C7H17N3,10.1016/j.jct.2009.09.003,2010,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,64,"{""nPropNumber"":1,""nPropDigits"":2,""nPropValue"":64,""CombinedUncertainty"":{""nCombExpandUncertValue"":1.3,""nCombUncertAssessNum"":1}}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,True,,64,False
10.1016/j.jct.2009.09.003#d7#p1#r1,10.1016/j.jct.2009.09.003#d7#p1,10.1016/j.jct.2009.09.003.json,7,1,1,"InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2",VILCJCGEZXAXTO-UHFFFAOYSA-N,"1,2-ethanediamine, N,N'-bis(2-aminoethyl)-",C6H18N4,10.1016/j.jct.2009.09.003,2010,"Molar enthalpy of vaporization or sublimation, kJ/mol",Liquid,"[""Liquid"",""Gas""]",Derived by Second law,84.7,"{""nPropValue"":84.7,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":1.4},""nPropDigits"":3,""nPropNumber"":1}",variable,"{""nVarValue"":298.15,""nVarDigits"":5,""nVarNumber"":1}",298.15,True,,84.7,False
10.1016/j.jct.2009.09.009#d1#p1#r1,10.1016/j.jct.2009.09.009#d1#p1,10.1016/j.jct.2009.09.009.json,1,1,1,"InChI=1S/C10H10N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H,11-12H2",KQSABULTKYLFEV-UHFFFAOYSA-N,"1,5-diaminonaphthalene",C10H10N2,10.1016/j.jct.2009.09.009,2010,"Molar enthalpy of vaporization or sublimation, kJ/mol",Crystal,"[""Crystal"",""Gas""]",Clausius-Clapeyron equation and measured Psat,118.5,"{""nPropNumber"":1,""nPropDigits"":4,""CombinedUncertainty"":{""nCombUncertAssessNum"":1,""nCombExpandUncertValue"":3},""nPropValue"":118.5}",variable,"{""nVarDigits"":5,""nVarNumber"":1,""nVarValue"":378.11}",378.11,False,,118.5,False
