record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id,review_wave,review_date,original_H_kJ_mol,original_T_K,original_reported_deviation,original_decision,previous_v0_2_decision,review_reference_code,primary_source_url,source_review_status,reference_code,primary_compound_name,primary_H,primary_deviation,primary_unit,unit_multiplier_to_kJ,primary_temperature_C,primary_temperature_K,primary_page,primary_table,calorimeter,structure_smiles_from_primary_name,systematic_error_bound_kJ_mol,quality_flags,table_image_visually_checked,pressure_slope_ancillary_correction,reported_replicates_minimum,reported_replicates_exact,temperature_scale_note,source_role,overall_uncertainty_relation,overall_uncertainty_value_kJ_mol,ancillary_reference_notes,source_temperature_adjustment,moisture_treatment,mean_gamma_intJ_g,beta_intJ_g,estimated_relative_error_fraction,energy_conversion_factor_to_abs_J,primary_document_sha256,molar_mass_g_mol,random_standard_error_kJ_mol,standard_error_multiplier,author_estimated_total_error_kJ_mol,primary_numeric_table_verified,primary_identity_verified,measurement_or_reference_temperature,temperature_correction_applied,ideal_gas_state_conversion_applied,ancillary_apparatus_pressure_used,pressure_curve_used_to_derive_label,benchmark_pressure_used_for_label,minimum_replicates_in_reported_mean,measurement_lineage_id,reviewed_by
rdr250199#csvline2872,compendium,mol_6ea740b63f4d7f2b,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",1-bromobutane,36.60,298.15,36600.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Butyl, X=Br",0.10,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,36.6,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Butyl, X=Br",36.60,0.10,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCBr,0.08,Table 1 footnote b explicitly identifies new measurement; do not merge with 1966 measurement.,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.05,2,,True,True,measurement,False,False,True,False,False,5,cal_7fdfb73bdc7c404fd384,OpenAI Codex; no independent human sign-off
rdr250199#csvline2873,compendium,mol_6ea740b63f4d7f2b,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",1-bromobutane,36.651840,298.15,36651.840000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; 1-Bromobutane,0.125520,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,36.7,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,1-Bromobutane,8.76,0.03,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,C,CCCCBr,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_03c71af6a22fa678946c,OpenAI Codex; no independent human sign-off
rdr250199#csvline2900,compendium,mol_d2d85289da26a082,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",1-chlorobutane,33.52,298.15,33520.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Butyl, X=Cl",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,33.5,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Butyl, X=Cl",33.52,0.06,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCCl,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_d94497bfa2ca5e3a2cbe,OpenAI Codex; no independent human sign-off
rdr250199#csvline2914,compendium,mol_8411a1787a17bdb0,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",1-chloro-2-methylpropane,31.67,298.15,31670.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Isobutyl, X=Cl",0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,31.7,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Isobutyl, X=Cl",31.67,0.06,kJ/mol,1,25.00,298.15,2440,1,C_improved,CC(C)CCl,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_4de2fb078de3735b15ed,OpenAI Codex; no independent human sign-off
rdr250199#csvline2939,compendium,mol_7a5b68b203cc6270,"InChI=1S/C4H9I/c1-4(2)3-5/h4H,3H2,1-2H3",1-iodo-2-methylpropane,38.83,298.15,38830.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Isobutyl, X=I",0.02,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,38.8,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Isobutyl, X=I",38.83,0.02,kJ/mol,1,25.00,298.15,2440,1,C_improved,CC(C)CI,0.08,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,,0.01,2,,True,True,measurement,False,False,True,False,False,5,cal_081d6e988370b46d42c2,OpenAI Codex; no independent human sign-off
rdr250199#csvline3074,compendium,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",1-butanol,52.300000,298.15,52300.000000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 1-Butanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,52.3,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,1-Butanol,12.50,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CCCCO,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_a6143ab8ad245dfcec7e,OpenAI Codex; no independent human sign-off
rdr250199#csvline3140,compendium,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",2-methyl-1-propanol,50.835600,298.15,50835.600000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 2-Methyl-1-propanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,50.8,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,2-Methyl-1-propanol,12.15,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CC(C)CO,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_aed2b505e90a9687e594,OpenAI Codex; no independent human sign-off
rdr250199#csvline3167,compendium,mol_c30b4ae49b848357,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",2-methyl-2-propanol,46.609760,298.15,46609.760000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 2-Methyl-2-propanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,46.6,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,2-Methyl-2-propanol,11.14,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CC(C)(C)O,,Near melting region; source reports liquid vaporization; stable versus metastable liquid not independently established. Do not relabel as sublimation.,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_8a9dce82e78e4b971e9b,OpenAI Codex; no independent human sign-off
rdr250199#csvline3184,compendium,mol_fc1211201dbfeedf,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",diethyl ether,27.1,298,27100,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 3184",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,27.1,298,0.1,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3185,compendium,mol_fc1211201dbfeedf,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",diethyl ether,26.1,313,26100,C,,"[""1980MAJ/WAG""]","RDR file 250199, CSV line 3185",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original table and measurement-versus-correlation status unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,26.1,313,0.1,quarantine_compendium_provenance,hold_full_text_not_obtained,1980MAJ/WAG,https://doi.org/10.1016/0021-9614(80)90152-4,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3256,compendium,mol_b482dd7c4a655efd,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",2-ethoxyethanol,48.21,298.15,48210.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.25-0219,"[""1971KUS/WAD""]",DOI 10.3891/acta.chem.scand.25-0219; p.222; Table 2; 2-Ethoxyethanol,0.05,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave2,2026-09-18,48.2,298,0.1,quarantine_compendium_provenance,quarantine_compendium_provenance,1971KUS/WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_25_p0219-0224.pdf,full_primary_review,1971KUS/WAD,2-Ethoxyethanol,48.21,0.05,kJ/mol,1,25.00,298.15,222,2,Lund electrical compensation; 1966 design with later changes,CCOCCO,,Measured water uptake corrected as published; individual experimental rows not printed.,True,False,8,8,Source reports Celsius; no historical scale transformation applied.,current_work_direct_calorimetry,<=,0.1,"1966 apparatus paper verified. Cited 1968 p.2434 conflicts with archive pagination; 1968 p.2438 is a plausible intended reference, not a confirmed correction.",Isothermal reported 25 C; no reference-temperature extrapolation applied.,corrected_water_condensation_and_dissolution,,,,,badc2144032f418072f0303b58f4938f8fa72f0174c6c7c08a6110688f87a976,,0.025,2,,True,True,measurement,False,False,True,False,False,8,cal_027e087de44c81184ca2,OpenAI Codex; no independent human sign-off
rdr250199#csvline3309,compendium,mol_9b5c2e3993415780,"InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3",diethyl sulfide,35.8,298,35800,C,,"[""1989VOR/KLY""]","RDR file 250199, CSV line 3309",0.7,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliographic lead in NIST WebBook; original paper not obtained.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,35.8,298,0.7,quarantine_compendium_provenance,hold_full_text_not_obtained,1989VOR/KLY,https://webbook.nist.gov/cgi/cbook.cgi?ID=C75183&Type=HVAP,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3333,compendium,mol_e840c319a89074e3,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3",diethyl disulfide,45.4,298,45400,C,,"[""1989VOR/KLY""]","RDR file 250199, CSV line 3333",0.8,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliographic lead in NIST WebBook; original paper not obtained.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,45.4,298,0.8,quarantine_compendium_provenance,hold_full_text_not_obtained,1989VOR/KLY,https://webbook.nist.gov/cgi/cbook.cgi?ID=C75183&Type=HVAP,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3353,compendium,mol_969f34406f44f7e7,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",butylamine,35.71,298.15,35710.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Butylamine,0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,35.7,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Butylamine,35.71,0.06,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCCCN,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,,0.03,2,,True,True,measurement,False,False,True,False,False,5,cal_19cf6177de14bbfb0fb8,OpenAI Codex; no independent human sign-off
rdr250199#csvline350,compendium,mol_253d8d3c7e0ad521,InChI=1S/CH3NO2/c1-2(3)4/h1H3,nitromethane,33.9,373,33900,C,,"[""1926MAT""]","RDR file 250199, CSV line 350",,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,33.9,373,,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3764,compendium,mol_8c26cc46761de673,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,cyclopentanone,42.7,298,42700,C,,"[""1968PLA/WIL""]","RDR file 250199, CSV line 3764",0.1,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_reference_assignment_unresolved,NIST-linked bibliography appears unrelated to the four cyclic alcohol/ketone candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,42.7,298,0.1,quarantine_compendium_provenance,hold_reference_assignment_unresolved,1968PLA/WIL,https://doi.org/10.1021/ja01012a019,reference_assignment_unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3770,compendium,mol_241178e06777b8f6,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3",cyclopropyl methyl ketone,40.5,298,40500,C,,"[""1981GAT/STR""]","RDR file 250199, CSV line 3770",0.5,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_abstract_only,Publisher abstract describes an effusion calorimetric cell for vaporization; numeric tables unavailable.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,40.5,298,0.5,quarantine_compendium_provenance,hold_abstract_only,1981GAT/STR,https://doi.org/10.1007/BF00653098,abstract_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3852,compendium,mol_5dbb586fa38c6136,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3",valeronitrile,43.60,298.15,43600.00,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.24-0145,"[""1970HOW/WAD""]","DOI 10.3891/acta.chem.scand.24-0145; p.146; Table 1; RCN, R=CH3(CH2)3",0.10,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,43.6,298,0.1,quarantine_compendium_provenance,approve_primary_calorimetry,1970HOW/WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_24_p0145-0149.pdf,full_primary_review,1970HOW/WAD,"RCN, R=CH3(CH2)3",43.60,0.10,kJ/mol,1,25.00,298.15,146,1,C_improved,CCCCC#N,,,True,False,5,,Source reports Celsius; no historical scale transformation applied.,direct_calorimetry_reported_in_primary_paper,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ec4a11c72a8feb401967f6babd8417132dd7e7c4f26dfe86db70399611bfcfe7,,0.05,2,,True,True,measurement,False,False,True,False,False,5,cal_182193b96983dac86742,OpenAI Codex; no independent human sign-off
rdr250199#csvline3984,compendium,mol_5fa3d4f920d98423,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",cyclopentanol,57.5,298,57500,C,,"[""1968PLA/WIL""]","RDR file 250199, CSV line 3984",0.2,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_reference_assignment_unresolved,NIST-linked bibliography appears unrelated to the four cyclic alcohol/ketone candidates.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,57.5,298,0.2,quarantine_compendium_provenance,hold_reference_assignment_unresolved,1968PLA/WIL,https://doi.org/10.1021/ja01012a019,reference_assignment_unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline3985,compendium,mol_5fa3d4f920d98423,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",cyclopentanol,57.488160,298.15,57488.160000,electrical_energy_and_evaporated_mass_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; Cyclopentanol,0.292880,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_calorimetry_verified_with_disclosed_source_quality_limits,True,True,True,,[],train,grp_5dea7427c65d07c7,wave1,2026-09-17,57.5,298,0.3,quarantine_compendium_provenance,approve_primary_calorimetry,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Cyclopentanol,13.74,0.07,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,A,OC1CCCC1,,Water content not measured; source reports GC purity above 99.9%. The same 13.74 kcal/mol and same sample lineage appear in Sellers/Sunner 1962; possibly the same experiment. No second observation is added.,True,False,5,,Source reports Celsius; no historical scale transformation applied.,primary_report_including_earlier_measurement_possible_1962_alias,,,,No separate reference-temperature extrapolation used in the reviewed label.,,,,,,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,,,True,True,measurement,False,False,True,False,False,5,cal_27da7d9159533c8f3827,OpenAI Codex; no independent human sign-off
rdr250199#csvline3997,compendium,mol_2f2b484f1c3d108f,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",3-methyl-2-butanone,36.8,298,36800,C,,"[""1981GAT/STR""]","RDR file 250199, CSV line 3997",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_abstract_only,Publisher abstract describes an effusion calorimetric cell for vaporization; numeric tables unavailable.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,36.8,298,0.3,quarantine_compendium_provenance,hold_abstract_only,1981GAT/STR,https://doi.org/10.1007/BF00653098,abstract_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4023,compendium,mol_bcfe0436200b409a,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",3-pentanone,38.6,298,38600,C,,"[""1981GAT/STR""]","RDR file 250199, CSV line 4023",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,True,hold_abstract_only,Publisher abstract describes an effusion calorimetric cell for vaporization; numeric tables unavailable.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,38.6,298,0.3,quarantine_compendium_provenance,hold_abstract_only,1981GAT/STR,https://doi.org/10.1007/BF00653098,abstract_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4069,compendium,mol_dd7217c8aa001588,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",butyl formate,37.1,378,37100,C,,"[""1926MAT""]","RDR file 250199, CSV line 4069",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,37.1,378,0.3,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdr250199#csvline4070,compendium,mol_dd7217c8aa001588,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",butyl formate,32.1,298,32100,C,,"[""1926MAT"",""2012SAM/NAZ""]","RDR file 250199, CSV line 4070",0.3,unspecified_compendium_deviation,,,,unresolved,not_resolved_from_compendium_row,True,False,False,True,True,False,hold_full_text_not_obtained,Bibliography resolved; original high-temperature and reference-temperature entries unverified.,False,False,True,,[],train,grp_5dea7427c65d07c7,source_access_review,2026-09-17,32.1,298,0.3,quarantine_compendium_provenance,hold_full_text_not_obtained,1926MAT,https://doi.org/10.1021/ja01414a002,full_text_not_obtained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
