record_id,csv_line_1based,source_row_index,inchi,name,H_reported_kJ_mol,T_reported_K,H_corrected_298_kJ_mol,method,source_reference_codes,notes,reported_experimental_T_range,deviation_reported,original_row_json,C_candidate,source_verification_status,measurement_vs_reference_T_status,same_identity_T_H_method_reference_count,has_primary_pressure_match
rdr250199#csvline4398,4398,4396,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,47.2,403.0,48.85617746241758,A,['1987STE/MAL'],,"[388.0, 420.0]",,"{"""":""4396"",""Vap_temp_H"":""1.6561774624175705"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""48.85617746241758"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""47.2"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[388.0, 420.0]"",""Tm (K)"":""403.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4399,4399,4397,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,54.3,341.0,55.43077015578226,A,['1987STE/MAL'],,"[326.0, 411.0]",,"{"""":""4397"",""Vap_temp_H"":""1.1307701557822671"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""55.43077015578226"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""54.3"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[326.0, 411.0]"",""Tm (K)"":""341.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4400,4400,4398,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,45.4,423.0,46.96031359399894,A,['1987STE/MAL'],,"[408.0, 441.0]",,"{"""":""4398"",""Vap_temp_H"":""1.5603135939989414"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""46.96031359399894"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""45.4"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[408.0, 441.0]"",""Tm (K)"":""423.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4401,4401,4399,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,55.7,313.0,56.16816826586465,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4399"",""Vap_temp_H"":""0.4681682658646462"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""56.16816826586465"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.2"",""Enthalpy"":""55.7"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""313.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4402,4402,4400,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,54.4,328.0,55.25698057555349,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4400"",""Vap_temp_H"":""0.8569805755534947"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""55.25698057555349"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.2"",""Enthalpy"":""54.4"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""328.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4403,4403,4401,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,53.0,343.0,54.167742224554146,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4401"",""Vap_temp_H"":""1.1677422245541482"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""54.167742224554146"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.2"",""Enthalpy"":""53.0"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""343.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4404,4404,4402,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,51.2,358.0,52.60175262645771,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4402"",""Vap_temp_H"":""1.4017526264577072"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""52.60175262645771"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.2"",""Enthalpy"":""51.2"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""358.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4405,4405,4403,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,55.4,298.0,55.4,,['1983SCH/STR'],,"[343.0, 403.0]",,"{"""":""4403"",""Vap_temp_H"":""0.0"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""55.4"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""55.4"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1983SCH/STR']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[343.0, 403.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,True
rdr250199#csvline4406,4406,4404,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,55.0,325.0,55.785503852673685,,['1973WIL/ZWO'],,"[310.0, 411.0]",,"{"""":""4404"",""Vap_temp_H"":""0.7855038526736835"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""55.785503852673685"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""55.0"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1973WIL/ZWO']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[310.0, 411.0]"",""Tm (K)"":""325.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4407,4407,4405,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,50.5,362.0,51.95135814578681,C,['1970COU/FEN'],,,0.1,"{"""":""4405"",""Vap_temp_H"":""1.4513581457868092"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""51.95135814578681"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.1"",""Enthalpy"":""50.5"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1970COU/FEN']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""362.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4408,4408,4406,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,49.2,374.0,50.76822385913307,C,['1970COU/FEN'],,,0.1,"{"""":""4406"",""Vap_temp_H"":""1.5682238591330702"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""50.76822385913307"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.1"",""Enthalpy"":""49.2"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1970COU/FEN']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""374.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4409,4409,4407,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,47.0,392.0,48.65482517979453,C,['1970COU/FEN'],,,0.1,"{"""":""4407"",""Vap_temp_H"":""1.6548251797945284"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""48.65482517979453"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.1"",""Enthalpy"":""47.0"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1970COU/FEN']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""392.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4410,4410,4408,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,44.4,411.0,46.032941827828196,C,['1970COU/FEN'],,,0.1,"{"""":""4408"",""Vap_temp_H"":""1.6329418278282013"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""46.032941827828196"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.1"",""Enthalpy"":""44.4"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1970COU/FEN']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""411.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4411,4411,4409,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,51.6,362.0,53.05135814578681,EB,"['1987STE/MAL', '1970AMB/SPR']",,"[347.0, 429.0]",,"{"""":""4409"",""Vap_temp_H"":""1.4513581457868092"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""53.05135814578681"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""51.6"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""EB"",""Notes"":"""",""Reference"":""['1987STE/MAL', '1970AMB/SPR']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[347.0, 429.0]"",""Tm (K)"":""362.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4412,4412,4410,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,56.2,322.0,56.91089469820822,DTA,['1969KEM/KRE'],,"[307.0, 411.0]",,"{"""":""4410"",""Vap_temp_H"":""0.7108946982082136"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""56.91089469820822"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":"""",""Enthalpy"":""56.2"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""DTA"",""Notes"":"""",""Reference"":""['1969KEM/KRE']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":""[307.0, 411.0]"",""Tm (K)"":""322.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4413,4413,4411,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,56.9,298.0,56.9,C,['1966WAD'],,,0.2,"{"""":""4411"",""Vap_temp_H"":""0.0"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""56.9"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""0.2"",""Enthalpy"":""56.9"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1966WAD']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4414,4414,4412,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",1-pentanol,57.7,298.0,57.7,EB,"['1960GRE', '2001KUL/VER']",,,1.1,"{"""":""4412"",""Vap_temp_H"":""0.0"",""formula"":""C5H12O"",""name"":""1-pentanol"",""Hvap_298"":""57.7"",""Cp_liq"":""221.2"",""Cp_sol"":""166.9"",""Cp_vap"":""145.245"",""Deviation"":""1.1"",""Enthalpy"":""57.7"",""InChI"":""InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"",""Method"":""EB"",""Notes"":"""",""Reference"":""['1960GRE', '2001KUL/VER']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1378.52"",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4415,4415,4413,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,47.2,365.0,48.004259245968655,EB,['2010CEN/VRB'],,"[350.0, 392.0]",,"{"""":""4413"",""Vap_temp_H"":""0.8042592459686553"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""48.004259245968655"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""47.2"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""EB"",""Notes"":"""",""Reference"":""['2010CEN/VRB']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[350.0, 392.0]"",""Tm (K)"":""365.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4416,4416,4414,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,51.2,339.0,51.87860273503925,EB,['2009GIE/KOS'],,"[324.0, 391.0]",,"{"""":""4414"",""Vap_temp_H"":""0.6786027350392461"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""51.87860273503925"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""51.2"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""EB"",""Notes"":"""",""Reference"":""['2009GIE/KOS']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[324.0, 391.0]"",""Tm (K)"":""339.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4417,4417,4415,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,53.6,298.0,53.6,CGC,['1995CHI/HOS'],,"[323.0, 373.0]",,"{"""":""4415"",""Vap_temp_H"":""0.0"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""53.6"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""53.6"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""CGC"",""Notes"":"""",""Reference"":""['1995CHI/HOS']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[323.0, 373.0]"",""Tm (K)"":""298.0""}",False,not_primary_paper_verified,reported_T_outside_listed_range_review_correction,1,True
rdr250199#csvline4418,4418,4416,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,58.9,289.0,58.669947727921105,A,['1987STE/MAL'],,"[274.0, 393.0]",,"{"""":""4416"",""Vap_temp_H"":""-0.23005227207889267"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""58.669947727921105"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""58.9"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""A"",""Notes"":"""",""Reference"":""['1987STE/MAL']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[274.0, 393.0]"",""Tm (K)"":""289.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4419,4419,4417,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,54.2,298.0,54.2,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4417"",""Vap_temp_H"":""0.0"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""54.2"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":""0.2"",""Enthalpy"":""54.2"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4420,4420,4418,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,52.7,313.0,53.017893751920276,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4418"",""Vap_temp_H"":""0.317893751920272"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""53.017893751920276"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":""0.2"",""Enthalpy"":""52.7"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""313.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4421,4421,4419,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,50.9,328.0,51.455106122669555,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4419"",""Vap_temp_H"":""0.5551061226695584"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""51.455106122669555"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":""0.2"",""Enthalpy"":""50.9"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""328.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4422,4422,4420,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,49.0,343.0,49.71305016431139,C,['1985MAJ/SVO2'],,,0.2,"{"""":""4420"",""Vap_temp_H"":""0.7130501643113929"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""49.71305016431139"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":""0.2"",""Enthalpy"":""49.0"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""343.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4423,4423,4421,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,46.9,358.0,47.693135445396706,C,['1985MAJ/SVO2'],,,0.1,"{"""":""4421"",""Vap_temp_H"":""0.793135445396711"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""47.693135445396706"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":""0.1"",""Enthalpy"":""46.9"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""358.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4424,4424,4422,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,45.4,368.0,46.20396505636456,C,['1985MAJ/SVO2'],,,0.1,"{"""":""4422"",""Vap_temp_H"":""0.8039650563645591"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""46.20396505636456"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":""0.1"",""Enthalpy"":""45.4"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1985MAJ/SVO2']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""368.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4425,4425,4423,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,50.3,337.0,50.9592944507806,,['1984SAC/MAR'],,"[322.0, 393.0]",,"{"""":""4423"",""Vap_temp_H"":""0.6592944507805978"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""50.9592944507806"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""50.3"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1984SAC/MAR']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[322.0, 393.0]"",""Tm (K)"":""337.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4426,4426,4424,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,54.0,313.0,54.31789375192027,,['1973WIL/ZWO'],,"[298.0, 393.0]",,"{"""":""4424"",""Vap_temp_H"":""0.317893751920272"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""54.31789375192027"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""54.0"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1973WIL/ZWO']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[298.0, 393.0]"",""Tm (K)"":""313.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
rdr250199#csvline4427,4427,4425,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,53.0,298.0,53.0,C,['1963MCC/LAI'],,,,"{"""":""4425"",""Vap_temp_H"":""0.0"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""53.0"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""53.0"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":""C"",""Notes"":"""",""Reference"":""['1963MCC/LAI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":"""",""Tm (K)"":""298.0""}",True,not_primary_paper_verified,unresolved,1,True
rdr250199#csvline4428,4428,4426,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",2-pentanol,53.7,313.0,54.017893751920276,,"['1935BUT/RAM', '1984BOU/FRI']",,"[298.0, 383.0]",,"{"""":""4426"",""Vap_temp_H"":""0.317893751920272"",""formula"":""C5H12O"",""name"":""2-pentanol"",""Hvap_298"":""54.017893751920276"",""Cp_liq"":""214.7"",""Cp_sol"":""158.7"",""Cp_vap"":""136.635"",""Deviation"":"""",""Enthalpy"":""53.7"",""InChI"":""InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3"",""Method"":"""",""Notes"":"""",""Reference"":""['1935BUT/RAM', '1984BOU/FRI']"",""T_high"":""5000.0"",""T_low"":""100.0"",""T_mid"":""1189.28"",""Temp. range (K)"":""[298.0, 383.0]"",""Tm (K)"":""313.0""}",False,not_primary_paper_verified,reported_T_inside_listed_range,1,True
