molecule_id,inchi,source_name,source_inchikeys_json,rdkit_version,canonical_isomeric_smiles,rdkit_inchi,inchikey,connectivity_key,formula,fragments,net_formal_charge,contains_charged_atoms,radical_electrons,potential_stereo_count,unspecified_stereo_count,carboxylic_acid,exclusion_reasons,structure_eligible,physical_sample_identity_verified,component_id,split,has_calorimetry_candidate,has_cold_episode,pressure_rows_deduplicated,enthalpy_certified_count
mol_4430dd0cb0a3c055,"InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-13-11(12)4-2/h3-10H2,1-2H3",octyl propanoate,"[""CEQGYPPMTKWBIU-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCOC(=O)CC,"InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-13-11(12)4-2/h3-10H2,1-2H3",CEQGYPPMTKWBIU-UHFFFAOYSA-N,CEQGYPPMTKWBIU,C11H22O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,16,0
mol_443f8c4011897804,"InChI=1S/C15H14O3/c16-15(17-11-13-7-3-1-4-8-13)18-12-14-9-5-2-6-10-14/h1-10H,11-12H2",dibenzyl carbonate,"[""PIZLBWGMERQCOC-UHFFFAOYSA-N""]",2025.09.6,O=C(OCc1ccccc1)OCc1ccccc1,"InChI=1S/C15H14O3/c16-15(17-11-13-7-3-1-4-8-13)18-12-14-9-5-2-6-10-14/h1-10H,11-12H2",PIZLBWGMERQCOC-UHFFFAOYSA-N,PIZLBWGMERQCOC,C15H14O3,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,13,0
mol_4446e9b31e59fba3,InChI=1S/C16H12/c1-2-7-13(8-3-1)16-12-6-10-14-9-4-5-11-15(14)16/h1-12H,1-phenylnaphthalene,"[""IYDMICQAKLQHLA-UHFFFAOYSA-N""]",2025.09.6,c1ccc(-c2cccc3ccccc23)cc1,InChI=1S/C16H12/c1-2-7-13(8-3-1)16-12-6-10-14-9-4-5-11-15(14)16/h1-12H,IYDMICQAKLQHLA-UHFFFAOYSA-N,IYDMICQAKLQHLA,C16H12,1,0,False,0,0,0,False,,True,False,grp_d957e784c854093b,train,True,True,25,0
mol_449e356636794f41,InChI=1S/C7H18N2/c8-6-4-2-1-3-5-7-9/h1-9H2,"1,7-diaminoheptane","[""PWSKHLMYTZNYKO-UHFFFAOYSA-N""]",2025.09.6,NCCCCCCCN,InChI=1S/C7H18N2/c8-6-4-2-1-3-5-7-9/h1-9H2,PWSKHLMYTZNYKO-UHFFFAOYSA-N,PWSKHLMYTZNYKO,C7H18N2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,42,0
mol_456cd661d7732899,"InChI=1S/C11H20O4/c1-3-8-14-10(12)6-5-7-11(13)15-9-4-2/h3-9H2,1-2H3","pentanedioic acid, dipropyl ester","[""IXAVSISAEGUDSL-UHFFFAOYSA-N""]",2025.09.6,CCCOC(=O)CCCC(=O)OCCC,"InChI=1S/C11H20O4/c1-3-8-14-10(12)6-5-7-11(13)15-9-4-2/h3-9H2,1-2H3",IXAVSISAEGUDSL-UHFFFAOYSA-N,IXAVSISAEGUDSL,C11H20O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,19,0
mol_4581eaef241767fe,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",5-methylfurfural,"[""OUDFNZMQXZILJD-UHFFFAOYSA-N""]",2025.09.6,Cc1ccc(C=O)o1,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",OUDFNZMQXZILJD-UHFFFAOYSA-N,OUDFNZMQXZILJD,C6H6O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,46,0
mol_45c3e8d1518a20c5,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-10-8-7-9-11(12)3/h7-10H,5-6H2,1-4H3",diethoxy(methyl)(o-tolyl)silane,"[""IOPYEXQLVRWVIR-UHFFFAOYSA-N""]",2025.09.6,CCO[Si](C)(OCC)c1ccccc1C,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-10-8-7-9-11(12)3/h7-10H,5-6H2,1-4H3",IOPYEXQLVRWVIR-UHFFFAOYSA-N,IOPYEXQLVRWVIR,C12H20O2Si,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,10,0
mol_45c573e23e91147e,"InChI=1S/C8HF17/c9-1(10)2(11,12)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25/h1H",1H-perfluorooctane,"[""KBHBUUBXEQUIMV-UHFFFAOYSA-N""]",2025.09.6,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF17/c9-1(10)2(11,12)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25/h1H",KBHBUUBXEQUIMV-UHFFFAOYSA-N,KBHBUUBXEQUIMV,C8HF17,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,10,0
mol_45cc3d52a0d8f167,"InChI=1S/C5H6OS/c1-6-5-3-2-4-7-5/h2-4H,1H3",2-methoxythiophene,"[""OKEHURCMYKPVFW-UHFFFAOYSA-N""]",2025.09.6,COc1cccs1,"InChI=1S/C5H6OS/c1-6-5-3-2-4-7-5/h2-4H,1H3",OKEHURCMYKPVFW-UHFFFAOYSA-N,OKEHURCMYKPVFW,C5H6OS,1,0,False,0,0,0,False,,True,False,grp_fe68aa4179fd65d6,test,False,True,21,0
mol_4603750e706845d0,"InChI=1S/C8H9NO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,9H2,1H3",methyl 2-aminobenzoate,"[""VAMXMNNIEUEQDV-UHFFFAOYSA-N""]",2025.09.6,COC(=O)c1ccccc1N,"InChI=1S/C8H9NO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,9H2,1H3",VAMXMNNIEUEQDV-UHFFFAOYSA-N,VAMXMNNIEUEQDV,C8H9NO2,1,0,False,0,0,0,False,,True,False,grp_cd9f232caa190183,validation,True,True,40,0
mol_463cda24731eaedb,"InChI=1S/C11H14N2/c1-2-3-8-13-9-12-10-6-4-5-7-11(10)13/h4-7,9H,2-3,8H2,1H3",1-butyl-1H-benzimidazole,"[""SHPPDRZENGVOOR-UHFFFAOYSA-N""]",2025.09.6,CCCCn1cnc2ccccc21,"InChI=1S/C11H14N2/c1-2-3-8-13-9-12-10-6-4-5-7-11(10)13/h4-7,9H,2-3,8H2,1H3",SHPPDRZENGVOOR-UHFFFAOYSA-N,SHPPDRZENGVOOR,C11H14N2,1,0,False,0,0,0,False,,True,False,grp_5ed1239f1de5ca2c,validation,False,True,21,0
mol_467811238401dcaa,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",2-methylfuran,"[""VQKFNUFAXTZWDK-UHFFFAOYSA-N""]",2025.09.6,Cc1ccco1,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",VQKFNUFAXTZWDK-UHFFFAOYSA-N,VQKFNUFAXTZWDK,C5H6O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,6,0
mol_46c8489a7a9a685e,"InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h2,4H,1,3,5H2",2-cyclohexen-1-one,"[""FWFSEYBSWVRWGL-UHFFFAOYSA-N""]",2025.09.6,O=C1C=CCCC1,"InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h2,4H,1,3,5H2",FWFSEYBSWVRWGL-UHFFFAOYSA-N,FWFSEYBSWVRWGL,C6H8O,1,0,False,0,0,0,False,,True,False,grp_1c4cca4512424bc8,train,False,True,11,0
mol_46c9766df0dc3e13,"InChI=1S/C8H9Cl/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3","2-chloro-1,3-dimethylbenzene","[""VDXLAYAQGYCQEO-UHFFFAOYSA-N""]",2025.09.6,Cc1cccc(C)c1Cl,"InChI=1S/C8H9Cl/c1-6-4-3-5-7(2)8(6)9/h3-5H,1-2H3",VDXLAYAQGYCQEO-UHFFFAOYSA-N,VDXLAYAQGYCQEO,C8H9Cl,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,15,0
mol_478c9e57637d58f1,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3","2,4-dimethyl-3-pentanone","[""HXVNBWAKAOHACI-UHFFFAOYSA-N""]",2025.09.6,CC(C)C(=O)C(C)C,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",HXVNBWAKAOHACI-UHFFFAOYSA-N,HXVNBWAKAOHACI,C7H14O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,9,0
mol_47abed7f530ce168,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,"1,4-butanediamine","[""KIDHWZJUCRJVML-UHFFFAOYSA-N""]",2025.09.6,NCCCCN,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,KIDHWZJUCRJVML-UHFFFAOYSA-N,KIDHWZJUCRJVML,C4H12N2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,63,0
mol_482ca89f7c4d5b22,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3",1-ethyl-3-methylbenzene,"[""ZLCSFXXPPANWQY-UHFFFAOYSA-N""]",2025.09.6,CCc1cccc(C)c1,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3",ZLCSFXXPPANWQY-UHFFFAOYSA-N,ZLCSFXXPPANWQY,C9H12,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,1,0
mol_489f01adfafa1d79,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3","2,5-dimethylfuran","[""GSNUFIFRDBKVIE-UHFFFAOYSA-N""]",2025.09.6,Cc1ccc(C)o1,"InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3",GSNUFIFRDBKVIE-UHFFFAOYSA-N,GSNUFIFRDBKVIE,C6H8O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,10,0
mol_49187baee97f9d09,"InChI=1S/C6H16N2/c1-3-8(4-2)6-5-7/h3-7H2,1-2H3","N,N-diethylethane-1,2-diamine","[""UDGSVBYJWHOHNN-UHFFFAOYSA-N""]",2025.09.6,CCN(CC)CCN,"InChI=1S/C6H16N2/c1-3-8(4-2)6-5-7/h3-7H2,1-2H3",UDGSVBYJWHOHNN-UHFFFAOYSA-N,UDGSVBYJWHOHNN,C6H16N2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,21,0
mol_496a55139eacec75,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",N-methylpyrrolidone,"[""SECXISVLQFMRJM-UHFFFAOYSA-N""]",2025.09.6,CN1CCCC1=O,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",SECXISVLQFMRJM-UHFFFAOYSA-N,SECXISVLQFMRJM,C5H9NO,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,58,0
mol_49cd80c0af1fd256,"InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3","2,5-cyclohexadiene-1,4-dione, 2-methyl","[""VTWDKFNVVLAELH-UHFFFAOYSA-N""]",2025.09.6,CC1=CC(=O)C=CC1=O,"InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3",VTWDKFNVVLAELH-UHFFFAOYSA-N,VTWDKFNVVLAELH,C7H6O2,1,0,False,0,0,0,False,,True,False,grp_49cd80c0af1fd256,train,False,False,7,0
mol_4a28f84362f8850d,"InChI=1S/C12H24O2/c1-3-4-5-6-7-8-9-10-11-14-12(2)13/h3-11H2,1-2H3",decyl acetate,"[""NUPSHWCALHZGOV-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCOC(C)=O,"InChI=1S/C12H24O2/c1-3-4-5-6-7-8-9-10-11-14-12(2)13/h3-11H2,1-2H3",NUPSHWCALHZGOV-UHFFFAOYSA-N,NUPSHWCALHZGOV,C12H24O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,10,0
mol_4b404db342a0b6d3,"InChI=1S/C9H9N/c1-10-7-6-8-4-2-3-5-9(8)10/h2-7H,1H3",1-methylindole,"[""BLRHMMGNCXNXJL-UHFFFAOYSA-N""]",2025.09.6,Cn1ccc2ccccc21,"InChI=1S/C9H9N/c1-10-7-6-8-4-2-3-5-9(8)10/h2-7H,1H3",BLRHMMGNCXNXJL-UHFFFAOYSA-N,BLRHMMGNCXNXJL,C9H9N,1,0,False,0,0,0,False,,True,False,grp_5ed1239f1de5ca2c,validation,True,True,34,0
mol_4b509cb5dad13c84,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9-/m0/s1",(S)-2-pinene,"[""GRWFGVWFFZKLTI-IUCAKERBSA-N""]",2025.09.6,CC1=CC[C@H]2C[C@@H]1C2(C)C,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9-/m0/s1",GRWFGVWFFZKLTI-IUCAKERBSA-N,GRWFGVWFFZKLTI,C10H16,1,0,False,0,2,0,False,,True,False,grp_ee24c20719261d11,validation,False,True,32,0
mol_4cc1546235d77149,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+",(E)-1-(4-methoxyphenyl)propene,"[""RUVINXPYWBROJD-ONEGZZNKSA-N""]",2025.09.6,C/C=C/c1ccc(OC)cc1,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+",RUVINXPYWBROJD-ONEGZZNKSA-N,RUVINXPYWBROJD,C10H12O,1,0,False,0,1,0,False,,True,False,grp_a2fcc12936d735c8,train,False,True,14,0
mol_4d4b5cd67503629b,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",ethylene diacetate,"[""JTXMVXSTHSMVQF-UHFFFAOYSA-N""]",2025.09.6,CC(=O)OCCOC(C)=O,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",JTXMVXSTHSMVQF-UHFFFAOYSA-N,JTXMVXSTHSMVQF,C6H10O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,4,0
mol_4d8f9d9787a27468,"InChI=1S/C10H13NO2/c1-11(2)9-6-4-8(5-7-9)10(12)13-3/h4-7H,1-3H3",methyl 4-(dimethylamino)benzoate,"[""DBQGARDMYOMOOS-UHFFFAOYSA-N""]",2025.09.6,COC(=O)c1ccc(N(C)C)cc1,"InChI=1S/C10H13NO2/c1-11(2)9-6-4-8(5-7-9)10(12)13-3/h4-7H,1-3H3",DBQGARDMYOMOOS-UHFFFAOYSA-N,DBQGARDMYOMOOS,C10H13NO2,1,0,False,0,0,0,False,,True,False,grp_1ee21e819b209e57,test,False,True,20,0
mol_4e4c72058c054de2,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3",1-decanamine,"[""MHZGKXUYDGKKIU-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCN,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3",MHZGKXUYDGKKIU-UHFFFAOYSA-N,MHZGKXUYDGKKIU,C10H23N,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,32,0
mol_4e6567a0dc6bd494,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",diisopropyl ether,"[""ZAFNJMIOTHYJRJ-UHFFFAOYSA-N""]",2025.09.6,CC(C)OC(C)C,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,ZAFNJMIOTHYJRJ,C6H14O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,15,0
mol_4eadf0af1849f947,"InChI=1S/C9H20O/c1-5-7-8-10-9(3,4)6-2/h5-8H2,1-4H3","butyl 1,1-dimethylpropyl ether","[""FTGPSKPJRKRPSX-UHFFFAOYSA-N""]",2025.09.6,CCCCOC(C)(C)CC,"InChI=1S/C9H20O/c1-5-7-8-10-9(3,4)6-2/h5-8H2,1-4H3",FTGPSKPJRKRPSX-UHFFFAOYSA-N,FTGPSKPJRKRPSX,C9H20O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,20,0
mol_4ed4476039d60934,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3","1,2-dimethoxybenzene","[""ABDKAPXRBAPSQN-UHFFFAOYSA-N""]",2025.09.6,COc1ccccc1OC,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3",ABDKAPXRBAPSQN-UHFFFAOYSA-N,ABDKAPXRBAPSQN,C8H10O2,1,0,False,0,0,0,False,,True,False,grp_adfdafeead28201b,train,True,False,4,0
mol_4efd3132e13aacfa,InChI=1S/C9H7FN2/c10-8-1-3-9(4-2-8)12-6-5-11-7-12/h1-7H,4-fluoro-phenyl-1H-imidazole,"[""KKKSMWMXKUAZHK-UHFFFAOYSA-N""]",2025.09.6,Fc1ccc(-n2ccnc2)cc1,InChI=1S/C9H7FN2/c10-8-1-3-9(4-2-8)12-6-5-11-7-12/h1-7H,KKKSMWMXKUAZHK-UHFFFAOYSA-N,KKKSMWMXKUAZHK,C9H7FN2,1,0,False,0,0,0,False,,True,False,grp_5ed1239f1de5ca2c,validation,False,True,16,0
mol_4f08598a1604d2a7,"InChI=1S/C8H14O/c1-7(2)5-4-6-8(3)9/h5H,4,6H2,1-3H3",6-methyl-5-hepten-2-one,"[""UHEPJGULSIKKTP-UHFFFAOYSA-N""]",2025.09.6,CC(=O)CCC=C(C)C,"InChI=1S/C8H14O/c1-7(2)5-4-6-8(3)9/h5H,4,6H2,1-3H3",UHEPJGULSIKKTP-UHFFFAOYSA-N,UHEPJGULSIKKTP,C8H14O,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,53,0
mol_4f13a4696bbfcaf9,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2","propan-1,3-diol","[""YPFDHNVEDLHUCE-UHFFFAOYSA-N""]",2025.09.6,OCCCO,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",YPFDHNVEDLHUCE-UHFFFAOYSA-N,YPFDHNVEDLHUCE,C3H8O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,43,0
mol_4f342c00679a86c2,"InChI=1S/C8H14O4/c1-3-5-11-7(9)8(10)12-6-4-2/h3-6H2,1-2H3",di-n-propyl oxalate,"[""HZHMMLIMOUNKCK-UHFFFAOYSA-N""]",2025.09.6,CCCOC(=O)C(=O)OCCC,"InChI=1S/C8H14O4/c1-3-5-11-7(9)8(10)12-6-4-2/h3-6H2,1-2H3",HZHMMLIMOUNKCK-UHFFFAOYSA-N,HZHMMLIMOUNKCK,C8H14O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,15,0
mol_4f518c4827747974,"InChI=1S/C4H3F7O/c5-2(6,1-12)3(7,8)4(9,10)11/h12H,1H2","2,2,3,3,4,4,4-heptafluorobutanol","[""WXJFKAZDSQLPBX-UHFFFAOYSA-N""]",2025.09.6,OCC(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C4H3F7O/c5-2(6,1-12)3(7,8)4(9,10)11/h12H,1H2",WXJFKAZDSQLPBX-UHFFFAOYSA-N,WXJFKAZDSQLPBX,C4H3F7O,1,0,False,0,0,0,False,,True,False,grp_9dc3cc34781e7516,train,False,True,11,0
mol_4ffa7abfb5a2e402,"InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3",methyl heptanoate,"[""XNCNNDVCAUWAIT-UHFFFAOYSA-N""]",2025.09.6,CCCCCCC(=O)OC,"InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3",XNCNNDVCAUWAIT-UHFFFAOYSA-N,XNCNNDVCAUWAIT,C8H16O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,14,0
mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",propyl ethanoate,"[""YKYONYBAUNKHLG-UHFFFAOYSA-N""]",2025.09.6,CCCOC(C)=O,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",YKYONYBAUNKHLG-UHFFFAOYSA-N,YKYONYBAUNKHLG,C5H10O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,18,0
mol_51066cb4cb97b45d,InChI=1S/C6H4BrF/c7-5-1-3-6(8)4-2-5/h1-4H,1-bromo-4-fluorobenzene,"[""AITNMTXHTIIIBB-UHFFFAOYSA-N""]",2025.09.6,Fc1ccc(Br)cc1,InChI=1S/C6H4BrF/c7-5-1-3-6(8)4-2-5/h1-4H,AITNMTXHTIIIBB-UHFFFAOYSA-N,AITNMTXHTIIIBB,C6H4BrF,1,0,False,0,0,0,False,,True,False,grp_468c9a97902f6f3f,test,False,True,19,0
mol_517756553f493ba0,"InChI=1S/C8F18/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)26",octadecafluorooctane,"[""YVBBRRALBYAZBM-UHFFFAOYSA-N""]",2025.09.6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8F18/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)26",YVBBRRALBYAZBM-UHFFFAOYSA-N,YVBBRRALBYAZBM,C8F18,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,20,0
mol_520d932204fca4b7,InChI=1S/C2Cl4/c3-1(4)2(5)6,tetrachloroethene,"[""CYTYCFOTNPOANT-UHFFFAOYSA-N""]",2025.09.6,ClC(Cl)=C(Cl)Cl,InChI=1S/C2Cl4/c3-1(4)2(5)6,CYTYCFOTNPOANT-UHFFFAOYSA-N,CYTYCFOTNPOANT,C2Cl4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,True,27,0
mol_528932d2a9841ae7,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",1-chloropentane,"[""SQCZQTSHSZLZIQ-UHFFFAOYSA-N""]",2025.09.6,CCCCCCl,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",SQCZQTSHSZLZIQ-UHFFFAOYSA-N,SQCZQTSHSZLZIQ,C5H11Cl,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,6,0
mol_53217b7c973288fe,"InChI=1S/C29H60/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-29H2,1-2H3",nonacosane,"[""IGGUPRCHHJZPBS-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,"InChI=1S/C29H60/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-29H2,1-2H3",IGGUPRCHHJZPBS-UHFFFAOYSA-N,IGGUPRCHHJZPBS,C29H60,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,False,5,0
mol_533237776aacb2a0,"InChI=1S/C6H10O4/c1-3-9-5(7)6(8)10-4-2/h3-4H2,1-2H3",diethyl ethanedioate,"[""WYACBZDAHNBPPB-UHFFFAOYSA-N""]",2025.09.6,CCOC(=O)C(=O)OCC,"InChI=1S/C6H10O4/c1-3-9-5(7)6(8)10-4-2/h3-4H2,1-2H3",WYACBZDAHNBPPB-UHFFFAOYSA-N,WYACBZDAHNBPPB,C6H10O4,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,14,0
mol_5362c7a729bf211e,"InChI=1S/C7H14O2/c1-5-7(3,4)9-6(2)8/h5H2,1-4H3","1,1-dimethylpropyl acetate","[""JCCIFDCPHCKATH-UHFFFAOYSA-N""]",2025.09.6,CCC(C)(C)OC(C)=O,"InChI=1S/C7H14O2/c1-5-7(3,4)9-6(2)8/h5H2,1-4H3",JCCIFDCPHCKATH-UHFFFAOYSA-N,JCCIFDCPHCKATH,C7H14O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,22,0
mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",heptane,"[""IMNFDUFMRHMDMM-UHFFFAOYSA-N""]",2025.09.6,CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IMNFDUFMRHMDMM-UHFFFAOYSA-N,IMNFDUFMRHMDMM,C7H16,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,True,False,69,0
mol_541d2a93b41051af,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-9-7-11(3)8-10-12/h7-10H,5-6H2,1-4H3",diethoxy(methyl)(p-tolyl)silane,"[""KCYXGTXDSAGGMT-UHFFFAOYSA-N""]",2025.09.6,CCO[Si](C)(OCC)c1ccc(C)cc1,"InChI=1S/C12H20O2Si/c1-5-13-15(4,14-6-2)12-9-7-11(3)8-10-12/h7-10H,5-6H2,1-4H3",KCYXGTXDSAGGMT-UHFFFAOYSA-N,KCYXGTXDSAGGMT,C12H20O2Si,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,11,0
mol_542abc656d17b475,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5H2,1-2H3",2-hexyne,"[""MELUCTCJOARQQG-UHFFFAOYSA-N""]",2025.09.6,CC#CCCC,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5H2,1-2H3",MELUCTCJOARQQG-UHFFFAOYSA-N,MELUCTCJOARQQG,C6H10,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,14,0
mol_54948f46fab8b549,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",ethyl hexadecanoate,"[""XIRNKXNNONJFQO-UHFFFAOYSA-N""]",2025.09.6,CCCCCCCCCCCCCCCC(=O)OCC,"InChI=1S/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",XIRNKXNNONJFQO-UHFFFAOYSA-N,XIRNKXNNONJFQO,C18H36O2,1,0,False,0,0,0,False,,True,False,grp_5dea7427c65d07c7,train,False,True,11,0
