molecule_a,molecule_b,kind,key,similarity
mol_b73eb28e83f057b0,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b73eb28e83f057b0,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_866fb9c9956bdce9,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_c26df780d586cbf1,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_e9e23b59358f5358,mol_c26df780d586cbf1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_c26df780d586cbf1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_53217b7c973288fe,mol_e9e23b59358f5358,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_c26df780d586cbf1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_e9e23b59358f5358,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_1bf941bfa23883d2,mol_53217b7c973288fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_670136e04246f1d5,mol_2e538f5e181d5946,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_670136e04246f1d5,mol_a557d965b4ca95e1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_d3125f71fb8f9281,mol_4f13a4696bbfcaf9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_969f34406f44f7e7,mol_4e4c72058c054de2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_47abed7f530ce168,mol_32e4362dde7a3ed7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_47abed7f530ce168,mol_3102cb64a36fdac1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_47abed7f530ce168,mol_cad807bef9abf402,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_47abed7f530ce168,mol_cdcd3722df880b7b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_c5207e620c9fcfd3,mol_e6f8f97a2caa00b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_97895e747db97ae6,mol_aa23a92cc343fbb6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_ce86a4b54495b02c,mol_d256cec7b59305ff,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_2e302d909c9e5e5c,mol_662ae51843e31097,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_b89af8061b7557f6,mol_b1600e1cb04e0ffb,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_528932d2a9841ae7,mol_d2d85289da26a082,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7692307692307693
mol_6fe75c0be8cd2f8a,mol_97895e747db97ae6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_435971c8aa9ce0da,mol_2e538f5e181d5946,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_435971c8aa9ce0da,mol_a557d965b4ca95e1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_435971c8aa9ce0da,mol_670136e04246f1d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7692307692307693
mol_b4ec50115958b3dd,mol_4e4c72058c054de2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_b4ec50115958b3dd,mol_969f34406f44f7e7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7692307692307693
mol_ea8ab19c57483e79,mol_32e4362dde7a3ed7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea8ab19c57483e79,mol_3102cb64a36fdac1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea8ab19c57483e79,mol_cad807bef9abf402,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_ea8ab19c57483e79,mol_47abed7f530ce168,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_7a16410ce17aa41e,mol_4f518c4827747974,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8125
mol_817b4cbdae424a61,mol_299a215a96655c24,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8235294117647058
mol_5dbb586fa38c6136,mol_58541feb3e3ef432,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_c1c12a449ac15fd2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_f23ee274fe9afdfa,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_b29c79d05f29858b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_30519df461efd318,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_9edff65ca060e7d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_3399c27a16597145,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5dbb586fa38c6136,mol_219e62ce59668eec,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_55b6d752028fb5df,mol_8c26cc46761de673,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9090909090909091
mol_f764f99572350169,mol_299a215a96655c24,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7777777777777778
mol_f764f99572350169,mol_817b4cbdae424a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9411764705882353
mol_4d4b5cd67503629b,mol_8b1506317bbf83e8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_4d4b5cd67503629b,mol_502267b1d358ae7d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_4d4b5cd67503629b,mol_91aa5b5594ca491a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_8f8d88329a658c4a,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_8f8d88329a658c4a,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_8f8d88329a658c4a,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_8f8d88329a658c4a,mol_8568098f87e46d1f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7058823529411765
mol_8f8d88329a658c4a,mol_94e6e3bf1a1fa03f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5feb1fde294beccb,mol_5fa3d4f920d98423,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9090909090909091
mol_2850223b4ba7abbb,mol_dd7217c8aa001588,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8421052631578947
mol_2c8fece1c354948f,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_2c8fece1c354948f,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_2c8fece1c354948f,mol_04b975dcc163284d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_2c8fece1c354948f,mol_d079a9561d9d2641,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_5e1a76b3fc001a63,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_71d239be146a61dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_bace9c8b75de2210,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_132e4cfc5e4bd727,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_7adb2b6d969696ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_bbb0421bb336b7e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_2c8fece1c354948f,mol_8568098f87e46d1f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_39beef09cdd1ae08,mol_86789b7323092b84,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_39beef09cdd1ae08,mol_4199743daa2b7d43,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_39beef09cdd1ae08,mol_4a28f84362f8850d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_39beef09cdd1ae08,mol_936b68c0e81780ff,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_39beef09cdd1ae08,mol_ef45e640776b6df4,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_39beef09cdd1ae08,mol_8b35c2231ef8d146,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8095238095238095
mol_39beef09cdd1ae08,mol_502267b1d358ae7d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_71ac04ebc05b85f5,mol_d2d85289da26a082,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_71ac04ebc05b85f5,mol_528932d2a9841ae7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_f599bee9d7f71e01,mol_97895e747db97ae6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_f599bee9d7f71e01,mol_6fe75c0be8cd2f8a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_d9ec66217e35d939,mol_38039963605715c8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9090909090909091
mol_2ea49b3823ebd7ad,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_c26df780d586cbf1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_e9e23b59358f5358,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_53217b7c973288fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_2ea49b3823ebd7ad,mol_1bf941bfa23883d2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_b8293313f61ea38f,mol_2e538f5e181d5946,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b8293313f61ea38f,mol_a557d965b4ca95e1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_b8293313f61ea38f,mol_670136e04246f1d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_b8293313f61ea38f,mol_435971c8aa9ce0da,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9230769230769231
mol_2483b3ccb2b39f62,mol_d3125f71fb8f9281,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_91d56f798d34f28f,mol_b6f411c1ad8b6e05,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9090909090909091
mol_61fcafdd88a47b4b,mol_32e4362dde7a3ed7,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_61fcafdd88a47b4b,mol_3102cb64a36fdac1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_61fcafdd88a47b4b,mol_cad807bef9abf402,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_61fcafdd88a47b4b,mol_47abed7f530ce168,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_61fcafdd88a47b4b,mol_ea8ab19c57483e79,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_7d34fb354feeab2c,mol_e03ddfeaf65a0134,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_5fdb3f96e8ca0576,mol_4f518c4827747974,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_5fdb3f96e8ca0576,mol_7a16410ce17aa41e,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9375
mol_b2ea93772c7f152a,mol_b7d29ccd815de3fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_b2ea93772c7f152a,mol_acf575de292611d9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_b2ea93772c7f152a,mol_e62082959f534889,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_b2ea93772c7f152a,mol_a10b91d37db2843a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_b2ea93772c7f152a,mol_804f26f30916a635,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7142857142857143
mol_f3ea48a487080019,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8235294117647058
mol_f3ea48a487080019,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8235294117647058
mol_f3ea48a487080019,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8235294117647058
mol_f3ea48a487080019,mol_8f8d88329a658c4a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_f3ea48a487080019,mol_2c8fece1c354948f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7368421052631579
mol_581ae09a60a3f350,mol_58541feb3e3ef432,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_c1c12a449ac15fd2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_f23ee274fe9afdfa,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_b29c79d05f29858b,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_30519df461efd318,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_9edff65ca060e7d5,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_3399c27a16597145,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_219e62ce59668eec,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_581ae09a60a3f350,mol_5dbb586fa38c6136,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7647058823529411
mol_24c542b281c2477a,mol_496a55139eacec75,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_7a83f5f0134a6504,mol_5fa3d4f920d98423,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9090909090909091
mol_7a83f5f0134a6504,mol_5feb1fde294beccb,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_d6ae19349f751551,mol_dd7217c8aa001588,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8
mol_d6ae19349f751551,mol_2850223b4ba7abbb,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.9473684210526315
mol_41edcf15887aae47,mol_6e1072b3e8e99a61,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_41edcf15887aae47,mol_177310732327f8e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_41edcf15887aae47,mol_04b975dcc163284d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_9da490861744c9f8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.75
mol_41edcf15887aae47,mol_d079a9561d9d2641,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_5e1a76b3fc001a63,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_71d239be146a61dd,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_bace9c8b75de2210,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_132e4cfc5e4bd727,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_7adb2b6d969696ae,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_bbb0421bb336b7e6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_41edcf15887aae47,mol_2c8fece1c354948f,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.85
mol_41edcf15887aae47,mol_f3ea48a487080019,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7
mol_1871fd7f7f59d3ae,mol_86789b7323092b84,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_1871fd7f7f59d3ae,mol_4199743daa2b7d43,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_1871fd7f7f59d3ae,mol_4a28f84362f8850d,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_1871fd7f7f59d3ae,mol_936b68c0e81780ff,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_1871fd7f7f59d3ae,mol_ef45e640776b6df4,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_1871fd7f7f59d3ae,mol_8b35c2231ef8d146,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.95
mol_1871fd7f7f59d3ae,mol_39beef09cdd1ae08,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.85
mol_5acfd4736e755185,mol_3f0db888fe369723,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_5acfd4736e755185,mol_4430dd0cb0a3c055,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8181818181818182
mol_5acfd4736e755185,mol_a05de3c299ebdca6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.7272727272727273
mol_3990f91812cec3f3,mol_97895e747db97ae6,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.8888888888888888
mol_3990f91812cec3f3,mol_6fe75c0be8cd2f8a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_3990f91812cec3f3,mol_f599bee9d7f71e01,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_a3ab0bd2d4d80422,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_58c591d9024d1c78,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_7a77950532c8e700,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_bf39f6deed5d4b6a,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_54f775b9989c3033,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_b859097b55ec40b9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_6fb10df1545ca2d8,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_b73eb28e83f057b0,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_866fb9c9956bdce9,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_c26df780d586cbf1,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_e9e23b59358f5358,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_53217b7c973288fe,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_1bf941bfa23883d2,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
mol_538c4f0d7c4ce97e,mol_2ea49b3823ebd7ad,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,0.875
mol_e687bcf74e76aad5,mol_2e538f5e181d5946,morgan_similarity_ge_threshold,ECFP4_2048_no_chirality,1.0
